_id,Clave,Producto,_idCategoria,_idMarca,Precio1,Precio2,No_parte,Descripcion,Modelo,Anios,RefaccionNueva,RefaccionOferta,color,Estatus,Alto,Largo,Ancho,Peso,id_proveedor
1029,9440,Cilindro Maestro Combi 1800,7,2,268.02,0,211 611 021,Cilindro Maestro Combi 1800 Marca Regal Parts,48,53,0,0,#aa0009,1,0,0,0,0,98
1030,9427,Cilindro Maestro Corsa,7,3,516,0,93332851,Cilindro Maestro Corsa Marca VP,16,71,0,0,#aa0009,1,0,0,0,0,25
1031,11711,Filtro Aceite Corsa,1,3,34.99,0,2501079-2,Filtro Aceite Corsa Marca EGP,16,71,0,0,#aa0009,1,0,0,0,0,61
1032,2680,Cilindro Rueda Pick up D21 Trasero,7,1,106.99,0,44100-F4000,Cilindro Rueda Pick up D21 Trasero Marca JBBM,30,40,0,0,#aa0009,1,0,0,0,0,127
1033,252,Cilindro Maestro Pick up D21 Americana,7,1,614.99,0,46040-09g00,Cilindro Maestro Pick up D21 Americana 3 Salidas Marca JBBM,30,40,0,0,#aa0009,1,18,18,10,0.85,127
1034,13245,Cilindro Maestro Pick up D21,7,1,594.99,0,46010-01G00,Cilindro Maestro Pick up D21 Marca FP,30,40,0,0,#aa0009,1,0,0,0,0,38
1035,9655,Filtro Aceite Pick up D21 12 Valvulas GRANDE,1,1,29.99,0,15208-H8916C,Filtro Aceite Pick up D21 12 Valvulas GRANDE,30,40,0,0,#aa0009,0,0,0,0,0,0
1036,11710,Filtro Aceite Pick up D21 12 Valvulas GRANDE,1,1,30.99,0,FI-HT3682,Filtro Aceite Pick up D21 12 Valvulas GRANDE Marca High Filter,30,40,0,0,#aa0009,1,0,0,0,0,0
1037,9655,Filtro Aceite Pick up D21 12 Valvulas GRANDE,1,1,29.99,0,15208-H8916c,Filtro Aceite Pick up D21 12 Valvulas GRANDE Marca VALINE,30,40,0,0,#aa0009,1,0,0,0,0,0
1038,3998,Filtro Aceite Pick up D21 12 Valvulas GRANDE,1,1,33.99,0,ACNN0110,Filtro Aceite Pick up D21 12 Valvulas GRANDE Marca Diforza,30,40,0,0,#aa0009,1,0,0,0,0,18
1039,3995,FIltro Aceite Pick up D21 CHICO,1,1,42.42,0,ACNN1300,FIltro Aceite Pick up D21 CHICO Marca Diforza,30,40,0,0,#aa0009,1,7,7,9,0.25,18
1040,9815,Cilindro Rueda Pick up D22 Trasero,7,1,107.99,0,44100-VK00A,Cilindro Rueda Pick up D22 Trasero Marca JBBM,31,93,0,0,#aa0009,1,0,0,0,0,127
1041,4020,Filtro Aceite Gol,1,2,46,0,ACNV1300,Filtro Aceite Gol Marca Diforza,51,56,0,0,#aa0009,1,0,0,0,0,18
1042,2621,Cilindro Maestro Golf A2,7,2,355.05,0,191 611 019,Cilindro Maestro Golf A2 motor 1800 MArca EGP,52,57,0,0,#aa0009,1,0,0,0,0,61
1043,2621,Cilindro Maestro Golf A3,7,2,355.05,0,191 611 019,Cilindro Maestro Golf A3 Motor 1800 Marca EGP,68,65,0,0,#aa0009,1,0,0,0,0,61
1044,2627,Cilindro  Maestro Golf A3,7,2,348.99,0,357 611 019 AH,Cilindro Maestro Golf A3 Motor 2 litros Marca VP,68,65,0,0,#aa0009,1,0,0,0,0,25
1045,2628,Cilindro Maestro Golf A4,7,2,433,0,1j 614 019 TB,Cilindro Maestro Golf A4 Marca JBBM,69,66,0,0,#aa0009,1,0,0,0,0,127
1046,4899,Junta Carter Transmision Golf A3 Automatico,2,2,255,0,FC-VW095,Junta Carter Transmision Golf A3 Automatico con Filtro,68,65,0,0,#aa0009,1,20,19,5.5,0.4,0
1047,12113,Cilindro Rueda I10,7,6,115,0,58330-05500P,Cilindro Rueda I10 Marca FP,71,86,0,0,#aa0009,1,0,0,0,0,38
1048,2621,CIlindro Maestro Jetta A2,7,2,355.05,0,191 611 019,CIlindro Maestro Jetta A2 Motor 1800 Marca EGP,53,15,0,0,#aa0009,1,0,0,0,0,61
1049,2621,CIlindro Maestro Jetta A3,7,2,355.05,0,191 611 019,CIlindro Maestro Jetta A3 Motor 1800 Marca EGP,54,16,0,0,#aa0009,1,0,0,0,0,61
1050,4026,Filtro Aceite Jetta A2,1,2,39.99,0,056 115 561 G,Filtro Aceite Jetta A2 MArca EGP,53,15,0,0,#aa0009,1,12.5,8,12.5,0.35,61
1051,4026,Filtro Aceite Golf A2,1,2,39.99,0,056 115 561g,Filtro Aceite Golf A2 Marca EGP,52,57,0,0,#aa0009,1,12.5,8,12.5,0.35,61
1052,4026,Filtro Aceite Jetta A3,1,2,39.99,0,056 115 561g,Filtro Aceite Jetta A3 Marca EGP,54,16,0,0,#aa0009,1,12.5,8,12.5,0.35,61
1053,4026,Filtro Aceite Jetta A4,1,2,39.99,0,056 115 561 g,Filtro Aceite Jetta A4 Marca EGP,55,17,0,0,#aa0009,1,12.5,8,12.5,0.35,61
1054,4026,Filtro Aceite Golf A3,1,2,39.99,0,056 115 561 G,Filtro Aceite Golf A3 Marca EGP,68,65,0,0,#aa0009,1,12.5,8,12.5,0.35,61
1055,4026,Filtro Aceite Golf A4,1,2,39.99,0,056 115 561,Filtro Aceite Golf A4 Marca EGP,69,66,0,0,#aa0009,1,12.5,8,12.5,0.35,61
1056,4029,Filtro Aceite Golf A2,1,2,37,0,ACNV0200,Filtro Aceite Golf A2 Marca Diforza,52,57,0,0,#aa0009,1,0,0,0,0,18
1057,4029,Filtro Aceite Golf A3,1,2,37,0,ACNV0200,Filtro Aceite Golf A3 Marca DIforza,68,57,0,0,#aa0009,1,0,0,0,0,18
1058,4029,Filtro Aceite Golf A4,1,2,37,0,ACNV0200,Filtro Aceite Golf A4 Marca Diforza,69,66,0,0,#aa0009,1,0,0,0,0,18
1059,4029,Filtro Aceite Jetta A2,1,2,37,0,ACNV0200,Filtro Aceite Jetta A2 Marca Diforza,53,15,0,0,#aa0009,1,0,0,0,0,18
1060,13203,Radiador Aceite Golf A2,2,2,452,0,068-117-021b,Radiador Aceite Golf A2 Motor 1800 Marca Top Engine,52,57,0,0,#aa0009,1,0,0,0,0,0
1061,13203,Radiador Aceite Golf A3,2,2,452,0,068-117-021b,Radiador Aceite Golf A3 Motor 1800 Marca Top Engine,68,65,0,0,#aa0009,1,0,0,0,0,0
1062,13203,Radiador Aceite Jetta A2,2,2,452,0,068-117-021b,Radiador Aceite Jetta A2 Motor 180 Marca Top Engine,53,15,0,0,#aa0009,1,0,0,0,0,0
1063,13203,Radiador Aceite Jetta A3,2,2,452,0,056-117-021b,Radiador Aceite Jetta A2 Motor 1800 Marca Top Engine,54,16,0,0,#aa0009,1,0,0,0,0,0
1064,2627,Cilindro Maestro Jetta A3,7,2,348.99,0,357 611 019 AH,Cilindro Maestro Jetta A3 Motor 2 Litros Marca VP,54,16,0,0,#aa0009,1,0,0,0,0,25
1065,4029,Filtro Aceite Jetta A3,1,2,37,0,ACNV0200,Filtro Aceite Jetta A3 Marca Diforza,54,16,0,0,#aa0009,1,0,0,0,0,18
1066,4899,Junta Transmision Jetta A3 Automatico,2,2,255,0,FC-VW095,Junta Transmision Jetta A3 Automatico Con Filtro,54,16,0,0,#aa0009,1,20,19,5.5,0.4,0
1067,2628,Cilindro Maestro Jetta A4,7,2,433,0,1j1 614 019 tb,Cilindro Maestro Jetta A4 Marca JBBM,55,17,0,0,#aa0009,1,0,0,0,0,127
1068,3907,Radiador Aceite Jetta A5 2.5,2,2,657.99,0,07k 117 021 c,Radiador Aceite Jetta A5 2.5 Marca Top Engine,56,18,0,0,#aa0009,1,0,0,0,0,0
1069,2639,Cilindro Maestro Lupo,7,2,550,0,6k0 611 019 GTB,Cilindro Maestro Lupo Marca JBBM,58,58,0,0,#aa0009,1,24,9.5,7.5,0.55,127
1070,4018,Filtro Aceite Lupo,1,2,34.99,0,030 115 561 a,Filtro Aceite Lupo Marca Regal Parts,58,58,0,0,#aa0009,1,0,0,0,0,98
1071,4020,Filtro Aceite Lupo,1,2,46,0,ACNV1300,Filtro Aceite Lupo Marca Diforza,58,58,0,0,#aa0009,1,0,0,0,0,18
1072,3995,Filtro Aceite March,1,1,42.42,0,ACNN1300,Filtro Aceite March Marca Diforza,27,34,0,0,#aa0009,1,7,7,9,0.25,18
1073,6418,Cilindro Rueda March trasero,7,1,139,0,44100-Ax500 VP,Cilindro Rueda March trasero Marca VP,27,34,0,0,#aa0009,1,10,6.5,4.5,0.15,25
1074,9076,Cilindro Maestro March Automatico,7,1,869,0,46010-1hk0a,Cilindro Maestro March Automatico Marca FP,27,34,0,0,#aa0009,1,0,0,0,0,38
1075,12918,Cilindro Maestro March Estandar,7,1,995,0,46010-1hk1a,Cilindro Maestro March Estandar Marca FP,27,34,0,0,#aa0009,1,0,0,0,0,38
1076,4013,Filtro Aceite Matiz,1,3,33,0,EGP-4967,Filtro Aceite Matiz Marca High Filter,18,73,0,0,#aa0009,1,8,7,8,0.2,0
1077,6451,Cilindro Maestro Matiz,7,3,473.99,0,MC-FD39009914,Cilindro Maestro Matiz Marca FP,18,73,0,0,#aa0009,1,0,0,0,0,38
1078,4223,Cilindro Rueda NP300 Trasero,7,1,115,0,BRNN0710,Cilindro Rueda NP300 Trasero Marca Diforza,28,41,0,0,#aa0009,1,10,8,6,2.95,18
1079,2457,Cilindro Rueda Platina Trasero,7,1,48.99,0,44100-00QAB,Cilindro Rueda Platina Trasero Marca Regal Parts,33,41,0,0,#aa0009,1,8.5,8.5,5,0.15,98
1080,1245,Bobina Platina,5,1,225,0,10-030,Bobina Platina Marca Star Tronic,33,44,0,0,#aa0009,1,0,0,0,0,69
1081,8029,Cilindro Rueda Pick up 720 Derecho,7,1,87,0,41100-b9600,Cilindro Rueda Pick up 720 Derecho Marca VP,29,42,0,0,#aa0009,1,12,9,6.5,0.25,25
1082,1612,Cilindro Rueda Pick up 720 Izquierdo,7,1,105,0,54556-02000 050,Cilindro Rueda Pick up 720 Izquierdo Marca Bruck,29,42,0,0,#aa0009,1,0,0,0,0,1
1083,1245,Bobina Aprio,5,1,225,0,10-030,Bobina Aprio Marca Star Tronic,7,26,0,0,#aa0009,1,0,0,0,0,69
1084,9679,Bobina Aprio,5,1,217.99,0,22448-00qaf,Bobina Aprio Marca  Voltmax,7,26,0,0,#aa0009,1,0,0,0,0,26
1085,9110,Cilindro Rueda Atos Izquierdo,7,6,102.99,0,58330-02000,Cilindro Rueda Atos Izquierdo Marca JBBM,70,36,0,0,#aa0009,1,0,0,0,0,127
1086,1857,Cilindro Rueda Aveo,7,3,97.99,0,BRNC9900,Cilindro Rueda Aveo,15,38,0,0,#aa0009,0,8,6,10,0.35,0
1087,1245,Bobina Clio,5,8,225,0,10-030,Bobina Clio Marca Star Tronic,39,90,0,0,#aa0009,1,0,0,0,0,69
1088,9679,Bobina Clio,5,8,217.99,0,22448-00qaf,Bobina Clio Marca Voltmax,39,90,0,0,#aa0009,1,0,0,0,0,26
1089,13203,Radiador Aceite Combi 1800,2,2,452,0,068-117-021b,Radiador Aceite Combi 1800 Marca Top Engine,48,53,0,0,#aa0009,1,0,0,0,0,0
1090,1235,Bobina Golf A4 de Bujia,5,2,334.99,0,06a 905 115,Bobina Golf A4 de Bujia Marca EGP,69,66,0,0,#aa0009,1,0,0,0,0,61
1091,1235,Bobina Jetta A4 de Bujia,5,2,334.99,0,06a 905 115,Bobina Jetta A4 de Bujia Marca EGP,55,17,0,0,#aa0009,1,0,0,0,0,61
1092,4029,Filtro Aceite Jetta A4,1,2,37,0,ACNV0200,Filtro Aceite Jetta A4 Marca Diforza,55,17,0,0,#aa0009,1,0,0,0,0,18
1093,13400,Cilindro Maestro Jetta A6,7,2,764.99,0,1k1 614 019 tfp,Cilindro Maestro Jetta A6 Estandar Marca FP,57,19,0,0,#aa0009,1,0,0,0,0,38
1094,2683,Cilindro Rueda Platina Trasero,7,1,76,0,441100-00QAA,Cilindro Rueda Platina Trasero Marca VP,33,44,0,0,#aa0009,1,10,7,5,0.2,25
1095,9560,Filtro Aceite Platina,1,1,34.99,0,15208-00QAA,Filtro Aceite Platina Marca Nikko,33,44,0,0,#aa0009,1,0,0,0,0,32
1096,9679,Bobina Platina de Bujia,5,1,217.99,0,22448-00QAF,Bobina Platina de Bujia Marca Voltmax,33,44,0,0,#aa0009,1,0,0,0,0,26
1097,10288,Cilindro Rueda Platina Trasero,7,1,62.99,0,44100-00QAA,Cilindro Rueda Platina Trasero Marca JBBM,33,44,0,0,#aa0009,1,12,7,6.5,0.2,127
1098,11597,Cilindro Maestro Platina,7,1,527.99,0,46010-00QAA,Cilindro Maestro Platina Marca JBBM,33,44,0,0,#aa0009,1,0,0,0,0,127
1099,6575,Espejo Lupo Manual Derecho,4,2,593,0,5Z0 857 508,Espejo Lupo Manual Derecho Marca Nikko,58,58,0,0,#aa0009,1,19,28,32,1.1,0
1100,10960,Cilindro Maestro Pointer,7,2,498.99,0,BMC-VW390901,Cilindro Maestro Pointer Marca FP,61,62,0,0,#aa0009,1,24,9.5,7,0.65,38
1101,13018,Bobina Polo de Bujia,5,2,453,0,KS-0812,Bobina Polo de Bujia Marca Tetzun,75,94,0,0,#aa0009,1,0,0,0,0,9
1102,11251,Bobina Polo de Bujia,5,2,348,0,M11-012,Bobina Polo de Bujia Marca Refak,75,94,0,0,#aa0009,1,0,0,0,0,107
1103,4020,Filtro Aceite Polo,1,2,46,0,ACNV1300,Filtro Aceite Polo Marca Diforza,75,94,0,0,#aa0009,1,0,0,0,0,18
1104,4018,Filtro Aceite Polo,1,2,34.99,0,030 115 561 A,Filtro Aceite Polo Marca Regal Parts,75,94,0,0,#aa0009,1,0,0,0,0,98
1105,2639,Cilindro Maestro Polo,7,2,550,0,6k0 611 019 GBT,Cilindro Maestro Polo Marca JBBM,75,94,0,0,#aa0009,1,24,9.5,7.5,0.55,127
1106,12847,Cilindro Rueda Sentra Trasero,7,1,96,0,44100-4M410,Cilindro Rueda Sentra 01-06 Trasero Marca FP,34,46,0,0,#aa0009,1,0,0,0,0,38
1107,11480,Cilindro Rueda Sentra,7,1,78.99,0,44100-G5110P,Cilindro Rueda Sentra 94-00 Marca FP,34,45,0,0,#aa0009,1,0,0,0,0,38
1108,10848,Cilindro Rueda Sentra Trasero,7,1,86,0,44100-ET000,Cilindro Rueda Sentra 07-12 Trasero Marca JBBM,34,47,0,0,#aa0009,1,11,9,6,0.35,127
1109,4602,Horquilla suspensión derecha Sentra 95-99,3,1,440.88,0,54500-4B000SFT,Horquilla suspensión derecha Sentra 95-99 marca Safety,34,45,0,0,#aa0009,1,57,30,10,3.45,0
1110,2670,Cilindro Rueda Sentra Trasero,7,1,85.14,0,44100-ed010,Cilindro Rueda Sentra 07-12 Trasero Marca FP,34,47,0,0,#aa0009,1,10,7,5,0.35,38
1111,2000,Cilindro Rueda Sentra,7,1,95,0,44100-ED010,Cilindro Rueda Sentra Marca FP,34,47,0,0,#aa0009,1,10,7,4.5,0.3,38
1112,3713,Cuerpo Aceleracion Sentra,2,1,3369.02,0,16119 Au00C,Cuerpo Aceleracion Sentra 01-06 Marca Voltmax,34,46,0,0,#aa0009,1,0,0,0,0,26
1113,1857,Cilindro Rueda Spark,7,3,97.99,0,BRNC9900,Cilindro Rueda Spark Marca Yokomitsu,20,75,0,0,#aa0009,1,8,6,10,0.35,10
1114,3501,Cilindro Rueda Spark,7,3,102.99,0,wc-gm370103,Cilindro Rueda Spark Marca FP,20,75,0,0,#aa0009,1,10,7,4.5,0.35,38
1115,11363,Filtro Aceite Spark,1,3,34.99,0,25181616,Filtro Aceite Spark Marca Hig Filter,20,75,0,0,#aa0009,1,0,0,0,0,0
1116,2670,Cilindro Rueda Tiida,7,1,85.14,0,44100-Ed010,Cilindro Rueda Tiida Marca FP,35,49,0,0,#aa0009,1,10,7,5,0.35,38
1117,3996,Filtro Aceite Tiida,1,1,32,0,ACNN0100,Filtro Aceite Tiida Marca Diforza,35,49,0,0,#aa0009,1,8,8,10,0.35,18
1118,8790,Bobina Tiida Tipo Lapiz,5,1,339.82,0,2448-ED800,Bobina Tiida Tipo Lapiz Marca Voltmax,35,49,0,0,#aa0009,1,0,0,0,0,26
1119,9784,Bobina Tiida Tipo Lapiz,5,1,416.35,0,22448-ed800,Bobina Tiida Tipo Lapiz Marca Berg,35,49,0,0,#aa0009,1,0,0,0,0,45
1120,10279,Cilindro Maestro Tiida Aluminio,7,1,564.36,0,D6010-El01B,Cilindro Maestro Tiida Aluminio Marca Bruck,35,49,0,0,#aa0009,1,23,10,7,0.5,1
1121,9427,Cilindro Maestro Tornado,7,3,516,0,93332851,Cilindro Maestro Tornado Marca VP,21,76,0,0,#aa0009,1,0,0,0,0,25
1122,6761,Cilindro Rueda Tornado Trasero,7,3,120,0,93313891,Cilindro Rueda Tornado Trasero Marca Bruck,21,76,0,0,#aa0009,1,11,7.5,6,0.35,1
1123,12870,Cilindro Rueda Tsuru I Trasero,7,1,87.99,0,44100-01a00p,Cilindro Rueda Tsuru I Trasero Marca FP,83,102,0,0,#aa0009,1,0,0,0,0,38
1124,12870,Cilindro Rueda Tsuru II Trasero,7,1,87.99,0,44100-01a00p,Cilindro Rueda Tsuru II Trasero Marca FP,83,103,0,0,#aa0009,1,0,0,0,0,38
1125,11710,Filtro Aceite Tsuru II Grande,1,1,30.99,0,FI-HT3682,Filtro Aceite Tsuru II Grande Marca High Filter,83,103,0,0,#aa0009,1,0,0,0,0,0
1126,9655,Filtro Aceite Tsuru II Grande,1,1,29.99,0,15208-h8916C,Filtro Aceite Tsuru II Grande,83,103,0,0,#aa0009,1,0,0,0,0,0
1127,9655,Filtro Aceite Tsuru II Grande,1,1,29.99,0,15208-h8916c,Filtro Aceite Tsuru II Grande,2,2,0,0,#aa0009,0,0,0,0,0,0
1128,4118,Filtro Gasolina Tsuru II Plastico,1,1,19.99,0,16400-59a00,Filtro Gasolina Tsuru II Plastico Marca Nikko,83,103,0,0,#aa0009,1,0,0,0,0,0
1129,3998,Filtro Aceite Tsuru II Grande,1,1,33.99,0,ACN0110,Filtro Aceite Tsuru II Grande Marca Diforza,83,103,0,0,#aa0009,1,0,0,0,0,18
1130,846,Cremallera Tsuru II Estandar,3,1,819.44,689,48001-60a01sft,Cremallera Tsuru II Estandar Marca Safety,83,103,0,0,#aa0009,1,0,0,0,0,2
1131,11710,Filtro Aceite Tsuru III 8 Valvulas,8,1,30.99,0,FI-HT3682,Filtro Aceite Tsuru III 8 Valvulas Grande Marca High Filter,83,104,0,0,#aa0009,1,0,0,0,0,0
1132,9655,Filtro Aceite Tsuru III 8 Valvulas,1,1,29.99,0,15208-h5916c,Filtro Aceite Tsuru III 8 Valvulas Grande,3,3,0,0,#aa0009,0,0,0,0,0,0
1133,9655,Filtro Aceite Tsuru III 8 Valvulas,1,1,29.99,0,15208-h8916c,Filtro Aceite Tsuru III 8 Valvulas Grande,83,104,0,0,#aa0009,1,0,0,0,0,0
1134,9374,Cilindro Rueda Tsuru III Trasero,7,1,80.68,0,44100-50c10p,Cilindro Rueda Tsuru III Trasero Marca FP,83,105,0,0,#aa0009,1,0,0,0,0,38
1135,8848,Balero Doble Tsuru III,3,1,147.62,0,40210-50y00,Balero Doble Tsuru III Marca 77,3,4,0,0,#aa0009,0,8,8,4,0.6,0
1136,3998,Filtro Aceite Tsuru III 8 Valvulas,1,1,33.99,0,ACNN0110,Filtro Aceite Tsuru III 8 Valvulas Marca Diforza,83,104,0,0,#aa0009,1,0,0,0,0,18
1137,3996,Filtro Aceite Tsuru III Chico,1,1,32,0,ACNN0100,Filtro Aceite Tsuru III Chico Marca Diforza,83,105,0,0,#aa0009,1,0,0,0,0,0
1138,2667,Cilindro Rueda Tsuru III Trasero,7,1,68.9,0,44100-50c10,Cilindro Rueda Tsuru III Trasero Marca VP,83,105,0,0,#aa0009,1,10,8.5,5,0.2,25
1139,11050,Cilindro Rueda Urvan,7,1,77.99,0,44100-05n13p,Cilindro Rueda Urvan Marca FP,36,50,0,0,#aa0009,1,11,7.5,6,0.3,38
1140,1370,Filtro Aceite Vento,1,2,58.99,0,03c 115 561 D,Filtro Aceite Vento Marca High Filter,65,69,0,0,#aa0009,1,8,8,10,0.35,0
1141,12456,Cilindro Maestro Vento,7,2,675,0,6t1-11-019a,Cilindro Maestro Vento Marca Nikko,65,69,0,0,#aa0009,1,0,0,0,0,32
1142,12918,Cilindro Maestro Versa Estandar,7,1,995,0,46010-1hk1a,Cilindro Maestro Versa Estandar Marca FP,37,51,0,0,#aa0009,1,0,0,0,0,38
1143,9076,Cilindro Maestro Versa Automatico,7,1,869,0,46010-1hk0a,Cilindro Maestro Versa Automatico Marca FP,37,51,0,0,#aa0009,1,0,0,0,0,38
1144,3996,Filtro Aceite Versa,1,1,32,0,ACNN0100,Filtro Aceite Versa Chico Marca Diforza,37,51,0,0,#aa0009,1,0,0,0,0,18
1145,3995,Filtro Aceite Versa,1,1,42.42,0,ACNN1300,Filtro Aceite Versa Alto Marca Diforza,37,51,0,0,#aa0009,1,7,7,9,0.25,18
1146,5844,Cilindro Maestro Vocho Modelo Nuevo,7,2,323,0,113 611 015bd,Cilindro Maestro Vocho Modelo Nuevo Marca JBBM,64,68,0,0,#aa0009,1,0,0,0,0,127
1147,4026,Filtro Aceite Vocho,1,2,39.99,0,056 115 561 G,Filtro Aceite Vocho Marca Clean Filter,64,68,0,0,#aa0009,1,12.5,8,12.5,0.35,43
1148,4029,Filtro Aceite Vocho,1,2,37,0,ACNV0200,Filtro Aceite Vocho Marca Diforza,64,68,0,0,#aa0009,1,0,0,0,0,18
1149,2688,Cilindro Rueda Vocho Trasero,7,2,80,0,113 611 053 b,Cilindro Rueda Vocho Trasero Marca FP,64,68,0,0,#aa0009,1,0,0,0,0,38
1150,2685,Cilindro Rueda Vocho Delantero,7,2,80,0,113 611 057 b,Cilindro Rueda Vocho Delantero Marca FP,64,68,0,0,#aa0009,1,0,0,0,0,38
1151,2644,Cilindro Maestro Vocho Modelo Nuevo,7,2,257.99,0,113 611 021 BD,Cilindro Maestro Vocho Modelo Nuevo Marca FP,64,68,0,0,#aa0009,1,0,0,0,0,38
1152,9430,Cilindro Rueda Pick up Z24,7,1,106,0,44100-08w12vp,Cilindro Rueda Pick up Z24 Marca VP,77,96,0,0,#aa0009,1,0,0,0,0,25
1153,6596,Cilindro maestro Pick up Z24 Americana,7,1,468,0,46010-09GD0 VP,Cilindro Rueda Pick up Z24 Americana Marca VP,77,96,0,0,#aa0009,1,0,0,0,0,25
