_id,Clave,Producto,_idCategoria,_idMarca,Precio1,Precio2,No_parte,Descripcion,Modelo,Anios,RefaccionNueva,RefaccionOferta,color,Estatus,Alto,Largo,Ancho,Peso,id_proveedor
3050,1335,Radiador Agua Golf A3 2 Litros  Estandar Sin Aire,2,2,744.99,0,CRNV0130,Radiador Agua Golf A3 2 Litros  Estandar Sin Aire Marca Isaka,68,65,0,0,#aa0009,1,23,65,10,2.55,0
3051,6671,Radiador Agua Golf A2,2,2,687.99,0,321 121 253 AL,Radiador Agua Golf A2 Marca Herta,52,57,0,0,#aa0009,1,67,37,10,2.5,0
3052,2290,Carter Aceite Golf A2,2,2,249,0,051 103 601,Carter Aceite Golf A2 Marca Herta,52,57,0,0,#aa0009,1,42,22,15,1.35,24
3053,2290,Carter Aceite Golf A3,2,2,249,0,051 103 601,Carter Aceite Golf A3 Marca Herta,68,65,0,0,#aa0009,1,42,22,15,1.35,24
3054,2295,Carter Golf A4 Turbo de Aluminio,2,2,668.56,0,038 103 601 MA,Carter Golf A4 Turbo de Aluminio Marca Top Engine,69,66,0,0,#aa0009,1,49,28,14,2.45,27
3055,2296,Carter Golf A4 Aluminio y Fierro,2,2,825,0,06A 103 601 AH,Carter Golf A4 Aluminio y Fierro Marca Herta,69,66,0,0,#aa0009,1,45,30,14,3.45,24
3056,11109,Manguera Pulpo Golf A4,2,2,518.99,0,1HM 121 101,Manguera Pulpo Golf A4 2.0 Marca Herta,69,66,0,0,#aa0009,1,67,40,15,0.95,0
3057,11109,Manguera Pulpo Jetta A4 2 Litros,2,2,518.99,0,1HM 121 101,Manguera Pulpo Jetta A4 2 Litros Marca Herta,55,17,0,0,#aa0009,1,67,40,15,0.95,0
3058,10499,Manguera Tapa Punterias Golf A4 Turbo,2,2,85,0,06A 103 221 AN,Manguera Tapa Punterias Golf A4 Turbo OSSCA,69,66,0,0,#aa0009,1,25,9,8,0.1,0
3059,5563,Manguera Tapa Punterias Golf A4,2,2,101.99,0,06A 133 240,Manguera Tapa Punterias Golf A4 Marca Herta,69,66,0,0,#aa0009,1,15,14,5,0.1,0
3060,5552,Manguera Respiracion Golf A4,2,2,29.99,0,521028,Manguera Respiracion Golf A4,69,66,0,0,#aa0009,1,11,7,3,0.05,0
3061,5410,Manguera Agua Dos Bocas Golf A2,2,2,24.99,0,068 121 063 M,Manguera Agua Dos Bocas Golf A2 Alemana,52,57,0,0,#aa0009,1,12,4,3,0.05,0
3062,5410,Manguera Agua Dos Bocas Jetta A2,2,2,24.99,0,068 121 063 M,Manguera Agua Dos Bocas Jetta A2,53,15,0,0,#aa0009,1,12,4,3,0.05,0
3063,251,Manguera Deposito Anticongelante Golf A4 1.8 Turbo,2,2,125,0,1J0 122 109 AQ,Manguera Deposito Anticongelante Golf A4 1.8 Turbo Marca Bruck,69,66,0,0,#aa0009,1,12,4,3,0.1,0
3064,251,Manguera Deposito Anticongelante Jetta A4 1.8 Turbo,2,2,125,0,1J0 122 109 AQ,Manguera Deposito Anticongelante Jetta A4 1.8 Turbo Marca Bruck,55,17,0,0,#aa0009,1,12,4,3,0.1,0
3065,5460,Manguera Agua Golf A4,2,2,33,0,1J0 121 096 BK,Manguera Agua Golf A4 2.0 Marca Bruck,69,66,0,0,#aa0009,1,18,7,6,0.05,0
3066,5562,Manguera Tapa Punterias Golf A3,2,2,39.99,0,1HM 103 493 A,Manguera Tapa Punterias Golf A3 Marca Herta,68,65,0,0,#aa0009,1,12,11,3,0.05,0
3067,5513,Manguera Pipita Golf A3,2,2,35.99,0,521031,Manguera Pipita Golf A3,68,65,0,0,#aa0009,1,24,8,3,0.05,0
3068,3659,Guarda Polvo Palanca Velocidades Golf A3 Piel Con Perilla,8,2,154.99,0,327-FP,Guarda Polvo Palanca Velocidades Golf A3 Piel Con Perilla,68,65,0,0,#aa0009,1,26,20,6,0.15,0
3069,14015,Perilla Palanca Velocidades Golf A3 Tapa Cromada,8,2,58,0,327-R,Perilla Palanca Velocidades Golf A3 Tapa Cromada,68,65,0,0,#aa0009,1,10,5,5,0.1,0
3070,4366,Goma Amortiguador Golf A2,3,2,34.83,0,357 412 303,Goma Amortiguador Golf A2 Marca Bruck,52,57,0,0,#aa0009,1,9,6,6,0.15,0
3071,4366,Goma Amortiguador Golf A3 Delantera,3,2,34.83,0,357 412 303,Goma Amortiguador Golf A3 Delantera Marca Bruck,68,65,0,0,#aa0009,1,9,6,6,0.15,0
3072,7319,Seguro Bulbo Toma Agua Golf Todos,2,2,8,0,316,Seguro Bulbo Toma Agua Golf Todos,55,17,0,0,#aa0009,1,10,7,1,0.01,0
3073,12509,Deposito Anticongelante Golf GTI,2,2,164.99,0,1K0-121-407A,Deposito Anticongelante Golf GTI Marca Best Cooling,69,66,0,0,#aa0009,1,0,0,0,0,53
3074,111,Ajuste Faro Golf A2 Largo Generico,4,2,56,0,165 941 141 A,Ajuste Faro Golf A2 Largo Generica,52,57,0,0,#aa0009,1,10,5,5,0.1,4
3075,110,Ajuste Faro Golf A2 Corto Generic,4,2,53.99,0,165 941 141,Ajuste Faro Golf A2 Corto Generico,52,57,0,0,#aa0009,1,5,5,5,0.1,4
3076,7102,Reten Transmision Golf A2 Kit Aleman,2,2,43,0,020 498 085 G,Reten Transmision Golf A2 Kit Aleman,52,57,0,0,#aa0009,1,10,10,5,0.1,0
3077,7102,Reten Transmision Golf A3 Kit Aleman,2,2,43,0,020 498 085 G,Reten Transmision Golf A3 Kit Aleman,68,65,0,0,#aa0009,1,10,5,5,0.1,0
3078,3130,Deposito Anticongelante Golf A2 Esfera,2,2,130,0,1H0 121 407 A,Deposito Anticongelante Golf A2 Esfera Marca Best Cooling,52,57,0,0,#aa0009,1,0,0,0,0,53
3079,3130,Deposito Anticongelante Golf A3 Esfera,2,2,130,0,1H0 121 407 A,Deposito Anticongelante Golf A3 Esfera Marca Best Cooling,68,65,0,0,#aa0009,1,0,0,0,0,53
3080,2345,Cerradura Cajuela Golf A3,2,2,29,0,321 827 511 A RE,Cerradura Cajuela Golf A3,68,65,0,0,#aa0009,1,,,,,4
3081,1468,Boton Defroster Golf A3,2,2,39.99,0,191 959 513,Boton Defroster Golf A3 Generico,68,65,0,0,#aa0009,1,5,5,5,0.1,4
3082,594,Carter Transmision Golf A4 Automatico,2,2,474.99,0,01M 321 359,Carter Transmision Golf A4 Automatico Marca Bruck,69,66,0,0,#aa0009,1,32,27,9,1.3,1
3083,6794,Rejilla Facia Golf A3 Izquierda,4,2,49.99,0,1HM 853 665,Facia Golf A3 Izquierda Marca Bruck,68,65,0,0,#aa0009,1,30,13,8,0.2,0
3084,6793,Rejilla Facia Golf A3 Derecha,4,2,49.99,0,v,Rejilla Facia Golf A3 Derecha Marca Bruck,68,65,0,0,#aa0009,1,30,13,8,0.2,0
3085,12569,Perno Collarin Gol,2,2,35.99,0,02A141777B,Perno Collarin Gol,51,56,0,0,#aa0009,1,10,3,3,0.1,0
3086,12963,Radiador Agua Polo Estandar Con Aire,2,2,1189,0,CRNV1310,Radiador Agua Polo Estandar Con Aire Marca Izaka,75,94,0,0,#aa0009,1,47,77,10,0.3,0
3087,6790,Rejilla FAcia Gol 09-12 Sin Faro De Niebla Derecha,4,2,179.99,0,5U0 853 666,Rejilla FAcia Gol 09-12 Sin Faro De Niebla Derecha Marca Bruck,51,56,0,0,#aa0009,1,45,17,2,0.2,0
3088,6792,Rejilla Facia Gol 09-12 Sin Faro De Niebla Izquierda,4,2,179.99,0,5U0 853 665,Rejilla Facia Gol 09-12 Sin Faro De Niebla Izquierda Marca Bruck,51,56,0,0,#aa0009,1,45,17,8,0.2,0
3089,2882,Corona Cilindro Grande Dervy,2,2,115,0,6N0 837 634,Corona Cilindro Grande Dervy,50,55,0,0,#aa0009,1,,,,,4
3090,3848,Radiador Agua Dervy 01-09,2,2,1290,0,CRNV0500,Radiador Agua Dervy 01-09 Marca Izaka,50,55,0,0,#aa0009,1,,,,,0
3091,6785,Rejilla Facia Dervy 98-03 Derecha,4,2,105.28,0,6K5 853 666 A,Rejilla Facia Dervy 98-03 Derecha Marca Bruck,50,55,0,0,#aa0009,1,27,10,5,0.2,0
3092,6786,Rejilla Facia Dervy 98-03 Izquierda,4,2,105.21,0,6K5 853 665 A,Rejilla Facia Dervy 98-03 Izquierda Marca Bruck,50,55,0,0,#aa0009,1,27,10,5,0.2,0
3093,4842,Deposito Anticongelante Pick up D22,2,1,164.99,0,21710-2S60A,Deposito Anticongelante Pick up D22 }Marca Best Cooling,31,93,0,0,#aa0009,1,46,44,8,0.4,53
3094,13853,Deposito Anticongelante Pick Up D21 Original,2,1,145,0,21710-F4020N,Deposito Anticongelante Pick Up D21 Original,30,40,0,0,#aa0009,1,0,0,0,0,7
3095,12963,Radiador Agua Crossfox 08-17 Con Aire Estandar,2,2,1189,0,CRNV1310,Radiador Agua Crossfox 08-17 Con Aire Estandar Marca Izaka,49,54,0,0,#aa0009,1,47,77,10,3,0
3096,4816,Manguera Radiador Corsa Inferior Larga,2,3,143,0,4842,Manguera Radiador Corsa Inferior Larga,16,70,0,0,#aa0009,1,38,16,15,0.3,0
3097,13563,Manguera Radiador Auperior Corsa,2,3,42.01,0,CH-GM140201,Manguera Radiador Auperior Corsa Marca Best Cooling,16,70,0,0,#aa0009,1,27,12,6,0.2,0
3098,4766,Manguera Calefaccion Corsa Semi Curba,2,3,189.99,0,4964,Manguera Calefaccion Corsa Semi Curba Marca Best Cooling,16,70,0,0,#aa0009,1,14,15,3,0.05,0
3099,3124,Deposito Anticongelante Corsar Original,2,2,120,0,23124-02511,Deposito Anticongelante Corsar Original,79,98,0,0,#aa0009,1,24,19,15,0.5,97
3100,9754,Chisguetero Corsa Original,8,3,54.99,0,93397661,Chisguetero Corsa Original GM,16,70,0,0,#aa0009,1,10,10,5,0.1,8
3101,9027,Carter Aceite Corsa,2,3,977.99,0,93335205,Carter Aceite Corsa Marca Top Engine,16,70,0,0,#aa0009,1,45,32,17,3.05,27
3102,95,Ahorcador Chicote Acelerador Combi 1800,2,2,4,0,N/A,Ahorcador Chicote Acelerador Combi 1800,48,53,0,0,#aa0009,1,1,2,1,0.01,4
3103,5454,Manguera Calefaccion Chevy 96-01,2,3,46,0,521355,Manguera Calefaccion Chevy 96-01 Marca Tepeyac,5,6,0,0,#aa0009,1,19,12,3,0.1,0
3104,12555,Manguera Ventilacion Motor Chevy (Codo),2,3,16.99,0,93399621,Manguera Ventilacion Motor Chevy (Codo) Marca Bruck,5,6,0,0,#aa0009,1,9,7,4,0.02,0
3105,13520,Anticongelante Bidon Hadron Verde,8,10,206.59,0,N/A,Anticongelante Bidon Hadron Verde,76,95,0,0,#aa0009,1,39,30,25,20.8,51
3106,5323,Abrazadera Manguera Radiador #36,8,10,18,0,2105,Abrazadera Manguera Radiador #36 Marca Varese,76,95,0,0,#aa0009,1,10,10,2,0.1,85
3107,20,Abrazadera Manguera Gasolina Chica,8,10,5.38,0,10-12,Abrazadera Manguera Gasolina Chica Marca Varese,76,95,0,0,#aa0009,1,3,3,2,0.1,85
3108,13832,Abrazadera Manguera #8,8,10,14.99,0,1600,Abrazadera Manguera #8 Marca Varese,76,95,0,0,#aa0009,1,3,3,3,0.1,85
3109,12250,Abrazadera Manguera Radiador #28,8,10,15.99,0,2103,Abrazadera Manguera Radiador #28 Marca Varese,76,95,0,0,#aa0009,1,10,10,3,0.1,85
3110,2312,Casquillo Bulbo Aceite VW,2,2,18,0,N/A,Casquillo Bulbo Aceite VW,64,67,0,0,#aa0009,1,5,5,5,0.1,4
3111,6221,Parrilla Atlantic Tipo Original,4,2,112.99,0,N/A,Parrilla Atlantic Tipo Original,9,14,0,0,#aa0009,1,0,0,0,0,0
3112,3121,Depositio Anticongelante Atos,2,6,109,0,25430-02000K,Deposito Anticongelante Atos,70,37,0,0,#aa0009,1,0,0,0,0,4
3113,6223,Parrilla Atos 05-10 Cromada,4,6,494.99,0,8636005610,Parrilla Atos 05-10 Cromada,70,37,0,0,#aa0009,1,55,20,10,0.45,0
3114,6225,Parrilla Atos Negra 00-04,4,6,198.99,0,CPGK0130    ORN,Parrilla Atos Negra 00-04,70,36,0,0,#aa0009,1,70,15,8,0.55,0
3115,594,Carter Transmision Automatica Beetle 99-07,2,2,474.99,0,01M 321 359,Carter Transmision Automatica Beetle 99-07 Marca Bruck,45,39,0,0,#aa0009,1,32,27,9,1.3,1
3116,12509,Deposito Anticongelante Bora,2,2,164.99,0,1K0-121-407A,Deposito Anticongelante Bora Marca Best Cooling,4,5,0,0,#aa0009,1,0,0,0,0,53
3117,12569,Perno Collarin Bora,2,2,35.99,0,02A141777B,Perno Collarin Bora Marca Bruck,4,5,0,0,#aa0009,1,5,3,3,0.1,0
3118,6782,Rejilla Facia Bora Del Sin Hoyo Derecha,4,2,164,0,1K0 853 666F,Rejilla Facia Bora Del Sin Hoyo Derecha Marca Bruck,4,5,0,0,#aa0009,1,43,17,10,0.2,0
3119,6784,Rejilla Facia Bora Delantera sin Hoyo Izquierda,4,2,164,0,1K0 853 665F,Rejilla Facia Bora Delantera sin Hoyo Izquierda Marca Bruck,4,5,0,0,#aa0009,1,43,17,10,0.2,0
3120,6783,Rejilla Facia Bora Delantera Con Hoyo Izquierda,4,2,257.99,0,CBGV0412,Rejilla Facia Bora Delantera Con Hoyo Izquierda Marca Bruck,4,5,0,0,#aa0009,1,43,17,10,0.2,0
3121,6781,Rejilla Facia Bora Delantera Con Hoyo Derecha,4,2,257.99,0,CBGV0411,Rejilla Facia Bora Delantera Con Hoyo Derecha Marca Bruck,4,5,0,0,#aa0009,1,43,17,10,0.2,0
3122,10271,Rejilla Facia Bora Sport Izquierda,4,2,169.99,0,1K0 854 661 M,Rejilla Facia Bora Sport Izquierda Marca Bruck,4,5,0,0,#aa0009,1,46,18,10,0.2,0
3123,10269,Rejilla Fsaacia Bora Sport Derecha,4,2,169.99,0,1K0 854 662 F,Rejilla Fsaacia Bora Sport Derecha Marca Bruck,4,5,0,0,#aa0009,1,48,20,8,0.2,0
3124,11536,Rejilla Facia Bora Filo Cromado Delantera Izquierda Con Hoyo,4,2,225,0,WH07-24,Rejilla Facia Bora Filo Cromado Delantera Izquierda Con Hoyo,4,5,0,0,#aa0009,1,48,20,8,0.2,0
3125,11535,Rejilla Facia Bora Filo Cromado Delantera Derecha Con Hoyo,4,2,225,0,WH07-24,Rejilla Facia Bora Filo Cromado Delantera Derecha Con Hoyo,4,5,0,0,#aa0009,1,48,20,8,0.2,0
3126,525,Aumento Bujia Caribe,2,2,19.99,0,ABC01,Aumento Bujia Caribe,47,22,0,0,#aa0009,1,10,5,5,0.1,4
3127,3124,Deposito Anticongelante Caribe,2,2,120,0,171 121 407E,Deposito Anticongelante Caribe Original,47,22,0,0,#aa0009,1,24,19,15,0.5,97
3128,3066,Cubre Tuerca Eje Limpiador Caribe,2,2,5.99,0,38,Cubre Tuerca Eje Limpiador Caribe,47,22,0,0,#aa0009,1,5,5,5,0.1,4
3129,2401,Chaveta Rueda Trasea Caribe Chica,3,2,1.99,0,N0125481,Chaveta Rueda Trasea Caribe Chica,47,22,0,0,#aa0009,1,,,,,4
3130,6198,Palanca Selectora Velocidades Caribe Bola Chica,2,2,62,0,171 711 163 D,Palanca Selectora Velocidades Caribe Bola Chica,47,22,0,0,#aa0009,1,7,4,4,0.1,0
3131,13098,Carbon Alternador Caribe Bosch Delgado,5,2,14.99,0,25174202 DIAZ,Carbon Alternador Caribe Bosch Delgado,47,22,0,0,#aa0009,1,5,5,2,0.1,41
3132,6234,Parrilla Caribe 80,4,2,269,0,175 853 653F,Parrilla Caribe 80,47,22,0,0,#aa0009,1,140,22,9,1,0
3133,6671,Radiador Agua Caribe,2,2,687.99,0,321 121 253 AL,Radiador Agua Caribe Marca Best Cooling,47,22,0,0,#aa0009,1,67,37,10,2.5,0
3134,5572,Manguera Ventilacion Chevy Monza,2,3,34.99,0,521357,Manguera Ventilacion Chevy Monza Marca Tepeyac,5,6,0,0,#aa0009,1,24,7,4,0.1,0
3135,5532,Manguera Radiador Chevy Inferior,2,3,151.99,0,521321,Manguera Radiador Chevy Inferior Marca Tepeyac,5,6,0,0,#aa0009,1,47,14,7,0.4,0
3136,5455,Manguera Calefaccion Chevy Monza,2,3,134,0,521354,Manguera Calefaccion Chevy Monza Marca Tepeyac,5,6,0,0,#aa0009,1,43,25,13,0.25,0
3137,5534,Manguera Radiador Chevy Superior sin Aire,2,3,54.99,0,CH-GM140451,Manguera Radiador Chevy Superior sin Aire Marca Best Cooling,5,6,0,0,#aa0009,1,20,13,7,0.25,0
3138,11977,Manguera Radiador Chevy Inferior,2,3,53.99,0,CH-GM140482,Manguera Radiador Chevy Inferior Marca Best Cooling,5,6,0,0,#aa0009,1,38,22,6,0.3,0
3139,5559,Manguera Tanque Recuperacion Chevy,2,3,88.99,0,521350,Manguera Tanque Recuperacion Chevy,5,6,0,0,#aa0009,1,52,19,7,0.15,0
3140,4766,Manguera Calefaccion Chevy Semi Curva,2,3,189.99,0,4964,Manguera Calefaccion Chevy Semi Curva Marca Berg,5,6,0,0,#aa0009,1,14,15,3,0.05,0
3141,6318,Perilla Palanca Velocidades Chevy C2 Cromada 04-06,8,3,59.99,0,355-C,Perilla Palanca Velocidades Chevy C2 Cromada 04-06,5,6,0,0,#aa0009,1,5,6,6,0.05,0
3142,7678,Soporte Visera Chevy,8,3,12.01,0,351,Soporte Visera Chevy,5,6,0,0,#aa0009,1,4,3,4,0.1,0
3143,3125,Deposito Anticongelante Chevy Original,2,3,105,0,93217461,Deposito Anticongelante Chevy Original GM,5,6,0,0,#aa0009,1,21,19,12,0.4,8
3144,7090,Reten Rueda Trasera Chevy,3,3,18,0,90217059,Reten Rueda Trasera Chevy  Marca EGP,5,6,0,0,#aa0009,1,10,10,3,0.1,0
3145,2580,Chisguetero Chevy,8,3,23,0,90356178,Chisguetero Chevy,5,6,0,0,#aa0009,1,7,7,5,0.1,4
