_id,Clave,Producto,_idCategoria,_idMarca,Precio1,Precio2,No_parte,Descripcion,Modelo,Anios,RefaccionNueva,RefaccionOferta,color,Estatus,Alto,Largo,Ancho,Peso,id_proveedor
6050,4707,Barra central D21 02-07,3,1,515,0,DVNN0202,Barra central D21 02-07 marca Yokomitsu,30,40,0,0,#aa0009,1,83,13,8,3.3,10
6051,12347,Motor limpiabrisas D21,5,1,370,0,28815-57G0A,Motor limpiabrisas D21 marca Voltmax,30,40,0,0,#aa0009,1,11,15,23,1.45,0
6052,12849,Válvula relenty D21,5,1,520,0,23781-3S510,Válvula relenty D21 marca Voltmax,30,40,0,0,#aa0009,1,9,6,5,0.3,0
6053,13131,Junta motor d21 12 válvulas 2.4L,2,1,823.21,0,JC-20,Junta motor d21 12 válvulas 2.4L marca TF Victor,30,40,0,0,#aa0009,1,29,55,5,0.95,0
6054,14709,Cuarto Derecho D21 (Cromado),4,1,108.05,0,B6170-21G05,Cuarto Derecho D21 (Cromado) marca Nikko,30,40,0,0,#aa0009,1,8,12,22,0.25,32
6055,14710,Cuarto izquierdo D21 (Cromado),4,1,107.99,0,B6175-21G05,Cuarto izquierdo D21 (Cromado) marca Nikko,30,40,0,0,#aa0009,1,8,12,22,0.25,32
6056,5537,Manguera radiador inferior D21,2,1,128.51,0,521439,Manguera radiador inferior D21 marca Tepeyac,30,40,0,0,#aa0009,1,44,25,10,0.4,0
6057,5538,Manuera radiador superior D21,2,1,82.17,0,521438,Manuera radiador superior D21 marca Tepeyac,30,40,0,0,#aa0009,1,36,12,7,0.3,0
6058,8309,Toma agua metálica D21,2,1,250.87,0,13049-40F00,Toma agua metálica D21 marca Gepu,30,40,0,0,#aa0009,1,9,6,13,0.15,0
6059,9536,Kit distribución D21 (6 Piezas),2,1,683.44,0,TK-NS104-S,Kit distribución D21 (6 Piezas) marca Top Engine,30,40,0,0,#aa0009,1,33,20,6,1.6,0
6060,9949,Bomba clutch D21 (Anodizado),2,1,212.99,0,30610-TS717P,Bomba clutch D21 (Anodizado) Marca FP,30,40,0,0,#aa0009,1,12,12,5,0.4,38
6061,15042,Balatas delanteras D21,7,1,252.43,0,WX333,Balatas delanteras D21 marca Wagner,30,40,0,0,#aa0009,1,14,7,22,2,65
6062,15034,Toma agua D21,2,1,80.99,0,8H5-3,Toma agua D21 marca Cartek,30,40,0,0,#aa0009,1,9,9,9,0.1,0
6063,2684,Cuarto izquierdo D21 88-91,4,1,90.45,0,12-70650005B3,Cuarto izquierdo D21 88-91 marca TYC,30,40,0,0,#aa0009,1,18,6,12,0.1,67
6064,2673,Cuarto derecho D21 88-91,4,1,90.45,0,12-70640005B3,Cuarto derecho D21 88-91 marca TYC,30,40,0,0,#aa0009,1,,,,,67
6065,14961,Bomba agua D21 95-07,2,1,338.16,0,P-2347,Bomba agua D21 95-07 marca Federal Mogul,30,40,0,0,#aa0009,1,12,13,13,1,59
6066,9949,Bomba clutch D22 (Anodizado),2,1,212.99,0,30610-TS717P,Bomba clutch D22 (Anodizado) Marca FP,31,93,0,0,#aa0009,1,12,12,5,0.4,38
6067,11074,Facia delantera sin hoyo D22,4,1,754,0,CFTN0701-CFTN,Facia delantera sin hoyo D22,31,93,0,0,#aa0009,1,55,48,180,2.65,0
6068,6364,Cremallera Hidráulica Gol,2,2,4665.99,0,DMNV0600,Cremallera Hidráulica Gol Marca Yokomitsu,51,56,0,0,#aa0009,1,26,14,120,6.7,10
6069,3541,Espejo derecho liso con control gol 08-13,4,2,597.26,0,AERV0601,Espejo derecho liso con control gol 08-13,51,56,0,0,#aa0009,1,16,23,32,1,104
6070,3542,Espejo izquierdo liso con control gol 08-13,4,2,585.99,0,AERV0602      EC,Espejo izquierdo liso con control gol 08-13,51,56,0,0,#aa0009,1,16,23,32,1,4
6071,13798,Sensor cigueñal (Picado) cable largo Jetta A4,5,2,217.85,0,06A-906-433CE,Sensor cigueñal (Picado) cable largo Jetta A4 marca SMIDTD,55,17,0,0,#aa0009,1,5,9,13,0.1,0
6072,1551,Hueso velocidades corto Jetta A2 de 4 velocidades,2,2,18,0,191 711 595,Hueso velocidades corto Jetta A2 de 4 velocidades marca Herta,53,15,0,0,#aa0009,1,9,3,2,0.1,0
6073,14926,Depósito dirección hidráulica Jetta A2,2,2,117.25,0,191 422 371 D A,Depósito dirección hidráulica Jetta A2 marca Herta,53,15,0,0,#aa0009,1,17,16,8,0.2,24
6074,14960,Repuesto bomba agua (brida chica) Jetta A2,2,2,346.28,0,P-2190,Repuesto bomba agua (brida chica) Jetta A2 marca Federal,53,15,0,0,#aa0009,1,15,19,14,1.05,0
6075,5877,Buje horquilla sin ceja Jetta A2 Original,3,2,162.16,0,1J0 407 181,Buje horquilla sin ceja Jetta A2 Original,53,15,0,0,#aa0009,1,7,7,5,0.2,97
6076,13761,Pistones std Jetta A2 (4 Piezas),2,2,894.99,0,806-STD,Pistones std Jetta A2 (4 Piezas) marca Moresa,53,15,0,0,#aa0009,1,21,21,9,1.9,0
6077,14981,Pistones 30 Jetta A2 (4 Piezas),2,2,894.99,0,809-30,Pistones 30 Jetta A2 (4 Piezas) marca Moresa,53,15,0,0,#aa0009,1,21,21,9,1.9,0
6078,2479,Chicote clutch Jetta A2 STD,2,2,65.02,0,VW306NK,Chicote clutch Jetta A2 STD marca Cablex,53,15,0,0,#aa0009,1,28,37,4,0.25,0
6079,11500,Válvula relenty Cromada Jetta A2,5,2,540,0,037 906 457 E,Válvula relenty Cromada Jetta A2 marca Voltmax,53,15,0,0,#aa0009,1,8,6,15,0.45,0
6080,14607,Cacahuate estabilizador con Bujes Jetta A2,3,2,55.88,0,191-411-315B,Cacahuate estabilizador con Bujes Jetta A2 marca SMIDTD,53,15,0,0,#aa0009,1,9,5,11,0.2,54
6081,8682,Válvula relenty Jetta A2,5,2,1212.18,0,0 280140551,Válvula relenty Jetta A2 marca Bosch,53,15,0,0,#aa0009,1,7,7,14,0.4,0
6082,10224,Marcha Jetta A2 STD,5,2,1325.06,0,020 911 023,Marcha Jetta A2 STD marca EGP,53,15,0,0,#aa0009,1,16,12,25,3.15,61
6083,15029,Brida bomba gasolina Jetta A2,2,2,58,0,026-129-761A,Brida bomba gasolina Jetta A2 marca Safety,53,15,0,0,#aa0009,1,15,9,3,0.15,2
6084,15009,Buzo motor mecánico Jetta A2,2,2,95,0,H-378,Buzo motor mecánico Jetta A2 marca Moresa,53,15,0,0,#aa0009,1,4,4,3,0.1,5
6085,5405,Manguera agua calefacción Jetta A2,2,2,43.99,0,521024,Manguera agua calefacción Jetta A2 marca Tepeyac,53,15,0,0,#aa0009,1,37,7,3,0.15,0
6086,4734,Hueso velocidades largo (Metal) Jetta A3,2,2,32,0,1H0 711 574,Hueso velocidades largo (Metal) Jetta A3 marca Herta,54,16,0,0,#aa0009,1,22,3,2,0.1,0
6087,14960,Repuesto bomba agua brida chica Jetta A3,2,2,346.28,0,P-2190,Repuesto bomba agua brida chica Jetta A3 marca Federal,54,16,0,0,#aa0009,1,15,19,14,1.05,0
6088,4598,Faro auxiliar derecho Jetta A3,4,2,324.99,0,1H0 941 700B,Faro auxiliar derecho Jetta A3 marca M-Series,54,16,0,0,#aa0009,1,17,17,9,0.45,23
6089,4548,Faro auxiliar izquierdo Jetta A3,4,2,324.99,0,1H0 941 699B,Faro auxiliar izquierdo Jetta A3 marca M-Series,54,16,0,0,#aa0009,1,17,17,9,0.45,0
6090,6184,Palanca limpiabrisas Jetta A3,5,2,198.29,0,1H0 953 519,Palanca limpiabrisas Jetta A3,54,16,0,0,#aa0009,1,10,11,26,0.2,0
6091,5877,Buje horquilla sin ceja Jetta A3 Original,3,2,162.16,0,1J0 407 181,Buje horquilla sin ceja Jetta A3 Original,54,16,0,0,#aa0009,1,7,7,5,0.2,97
6092,6455,Placa porta carbones marcha Jetta A3,5,2,198,0,1 004 336 200,Placa porta carbones marcha Jetta A3 marca Bosch,54,16,0,0,#aa0009,1,12,10,2,0.1,0
6093,6115,Motor limpiabrisas Jetta A3,5,2,390,0,1HM 955 113 C,Motor limpiabrisas Jetta A3 marca Voltmax,54,16,0,0,#aa0009,1,10,11,22,1.25,0
6094,13761,Pistones STD Jetta A3 1.8L (4 Piezas),2,2,894.99,0,806-STD,Pistones STD Jetta A3 1.8L (4 Piezas) marca Moresa,54,16,0,0,#aa0009,1,21,21,9,1.9,0
6095,14981,Pistones 30 Jetta A3 1.8L (4 Piezas),2,2,894.99,0,809-30,Pistones 30 Jetta A3 1.8L (4 Piezas) marca Moresa,54,16,0,0,#aa0009,1,21,21,9,1.9,0
6096,1061,Manguera agua dos bocas con codo pulpito Jetta A3 2.0L,2,2,134,0,037 122 058,Manguera agua dos bocas con codo pulpito Jetta A3 2.0L marca Best Cooling,54,16,0,0,#aa0009,1,26,52,4,0.5,0
6097,11500,Válvula relenty (Cromada) Jetta A3,5,2,540,0,037 906 457 E,Válvula relenty (Cromada) Jetta A3 marca Voltmax,54,16,0,0,#aa0009,1,8,6,15,0.45,0
6098,14607,Cacahuate estabilizador con Bujes Jetta A3,3,2,55.88,0,191-411-315B,Cacahuate estabilizador con Bujes Jetta A3 marca SMIDTD,54,16,0,0,#aa0009,1,9,5,11,0.2,54
6099,8682,Válvula relenty Jetta A3,5,2,1212.18,0,0 280140551,Válvula relenty Jetta A3 marca Bosch,54,16,0,0,#aa0009,1,7,7,14,0.4,0
6100,10224,Marcha Jetta A3 STD,5,2,1325.06,0,020 911 023,Marcha Jetta A3 STD marca EGP,54,16,0,0,#aa0009,1,16,12,25,3.15,61
6101,15015,Facia delantera Jetta A3,4,2,847.99,0,CFRV0141,Facia delantera Jetta A3,54,16,0,0,#aa0009,1,184,48,55,4.35,0
6102,15009,Buzo motor mecánico Jetta A3,2,2,95,0,H-378,Buzo motor mecánico Jetta A3 marca Moresa,54,16,0,0,#aa0009,1,4,4,3,0.1,5
6103,15022,Balero base amortiguador Jetta A3,3,2,30.03,0,1J0 412 249,Balero base amortiguador Jetta A3 Marca 77,54,16,0,0,#aa0009,1,5,5,2,0.5,40
6104,1440,Rompe olas carter Jetta A4,2,2,194.99,0,06B 103 623P,Rompe olas carter Jetta A4,55,17,0,0,#aa0009,1,30,22,13,0.3,0
6105,1440,Rompe olas carter Golf A4,2,2,194.99,0,06B 103 623P,Rompe olas carter Golf A4,69,66,0,0,#aa0009,1,30,22,13,0.3,0
6106,14931,Cuarto salpicadera (Ovalado) Jetta A4,4,2,45,0,1J0 949 117,Cuarto salpicadera (Ovalado) Jetta A4 Marca Herta,55,17,0,0,#aa0009,1,10,4,4,0.1,24
6107,14931,Cuarto salpicadera (Ovalado) Golf A4,4,2,45,0,1J0 949 117,Cuarto salpicadera (Ovalado) Golf A4 Marca Herta,69,66,0,0,#aa0009,1,10,4,4,0.1,24
6108,1350,Bomba clutch (del pedal) Jetta A4,2,2,325.2,0,1J1 721 388A,Bomba clutch (del pedal) Jetta A4 marca Best Cooling,55,17,0,0,#aa0009,1,7,10,21,0.2,53
6109,1350,Bomba clutch (del pedal) Golf A4,2,2,325.2,0,1J1 721 388A,Bomba clutch (del pedal) Golf A4 marca Best Cooling,69,66,0,0,#aa0009,1,7,10,21,0.2,53
6110,9499,Motor limpiabrisas Jetta A4,5,2,386,0,1J0 955 119,Motor limpiabrisas Jetta A4 marca Voltmax,55,17,0,0,#aa0009,1,11,21,10,1.2,0
6111,9499,Motor limpiabrisas Golf A4,5,2,386,0,1J0 955 119,Motor limpiabrisas Golf A4 marca Voltmax,69,66,0,0,#aa0009,1,11,21,10,1.2,0
6112,5877,Buje horquilla sin ceja Jetta A4 Original,3,2,162.16,0,1J0 407 181,Buje horquilla sin ceja Jetta A4 Original,55,17,0,0,#aa0009,1,7,7,5,0.2,97
6113,5877,Buje horquilla sin ceja Golf A2 Original,3,2,162.16,0,1J0 407 181,Buje horquilla sin ceja Golf A2 Original,52,57,0,0,#aa0009,1,7,7,5,0.2,0
6114,5877,Buje horquilla sin ceja Golf A3 Original,3,2,162.16,0,1J0 407 181,Buje horquilla sin ceja Golf A3 Original,68,65,0,0,#aa0009,1,7,7,5,0.2,97
6115,5877,Buje horquilla sin ceja Golf A4 Original,3,2,162.16,0,1J0 407 181,Buje horquilla sin ceja Golf A4 Original,69,66,0,0,#aa0009,1,7,7,5,0.2,97
6116,6742,Motoventilador auxiliar Jetta A4,2,2,648.99,0,MMNV3173,Motoventilador auxiliar Jetta A4 marca Izaka,55,17,0,0,#aa0009,1,31,31,13,1.9,0
6117,6742,Motoventilador auxiliar Golf A4,2,2,648.99,0,MMNV3173,Motoventilador auxiliar Golf A4 marca Izaka,69,66,0,0,#aa0009,1,31,31,13,1.9,0
6118,1061,Manguera agua dos bocas con codo pulpito Jetta A4 2.0L,2,2,134,0,037 122 058,Manguera agua dos bocas con codo pulpito Jetta A4 2.0L marca Best Cooling,55,17,0,0,#aa0009,1,26,52,4,0.5,0
6119,1061,Manguera agua dos bocas con codo pulpito Golf A4 2.0L,2,2,134,0,037 122 058,Manguera agua dos bocas con codo pulpito Golf A4 2.0L marca Best Cooling,69,66,0,0,#aa0009,1,26,52,4,0.5,0
6120,1061,Manguera agua dos bocas con codo pulpito Golf A3 2.0L,2,2,134,0,037 122 058,Manguera agua dos bocas con codo pulpito Golf A3 2.0L marca Best Cooling,68,65,0,0,#aa0009,1,26,52,4,0.5,0
6121,4974,Junta motor Jetta A4 2.0L,2,2,479.99,0,EG-VW-03,Junta motor Jetta A4 2.0L marca EGP,55,17,0,0,#aa0009,1,29,52,4,0.85,0
6122,4974,Junta motor Golf A4 2.0L,2,2,479.99,0,EG-VW-03,Junta motor Golf A4 2.0L marca EGP,69,66,0,0,#aa0009,1,29,52,4,0.85,0
6123,13391,Junta puntería Jetta A4 1.8 turbo,2,2,115,0,PUNTERIA-VW-3100,Junta puntería Jetta A4 1.8 turbo marca Top Engine,55,17,0,0,#aa0009,1,27,44,2,0.15,0
6124,13391,Junta puntería Golf A4 1.8 turbo,2,2,115,0,PUNTERIA-VW-3100,Junta puntería Golf A4 1.8 turbo marca Top Engine,69,66,0,0,#aa0009,1,27,44,2,0.15,0
6125,13798,Sensor Cigueñal (Picado) Golf A4 Cable Largo,2,2,217.85,0,06A-906-433CE,Sensor Cigueñal (Picado) Golf A4 Cable Largo Marca Smidtd,69,66,0,0,#aa0009,1,5,9,13,0.1,54
6126,14963,Collarín Jetta A4,2,2,129,0,02-A141-165G,Collarín Jetta A4 marca Rotek,55,17,0,0,#aa0009,1,7,7,4,0.15,128
6127,14963,Collarín Golf A4,2,2,129,0,02-A141-165G,Collarín Golf A4 marca Rotek,69,66,0,0,#aa0009,1,7,7,4,0.15,128
6128,14996,Horquilla suspensión con bujes Jetta A4,3,2,452,0,SHNV0120,Horquilla suspensión con bujes Jetta A4 marca Yokomitsu,55,17,0,0,#aa0009,1,54,32,8,3.2,0
6129,14996,Horquilla suspensión con bujes Golf A4,3,2,452,0,SHNV0120,Horquilla suspensión con bujes Golf A4 marca Yokomitsu,69,66,0,0,#aa0009,1,54,32,8,3.2,0
6130,2929,Depósito anticongelante Jetta A3 (Esfera),2,2,129.31,0,121407A,Depósito anticongelante Jetta A3 (Esfera) Marca Herta,54,16,0,0,#aa0009,1,,,,,24
6131,9005,Bobina Polo,5,2,603,0,032 905 106 B,Bobina Polo marca Voltmax,75,94,0,0,#aa0009,1,15,11,10,1.05,26
6132,2414,Bobina March,5,1,314.99,0,22448-1HC0A,Bobina March marca Voltmax,27,34,0,0,#aa0009,1,,,,,26
6133,13944,Bobina March (Original),5,1,652,0,22448-1KY0A,Bobina March Original de agencia,27,34,0,0,#aa0009,1,10,7,18,0.2,7
6134,14385,Cedazo bomba gasolina March,2,1,169.99,0,2836508,Cedazo bomba gasolina March,27,34,0,0,#aa0009,1,10,7,19,0.1,122
6135,5514,Arbol de levas Matiz 1.0L - 1.1L,2,1,667.97,0,96666394,Arbol de levas Matiz 1.0L - 1.1L marca Top Engine,27,34,0,0,#aa0009,1,6,6,45,2.55,27
6136,15021,Manguera filtro aire NP300,2,1,180.35,0,NS1P3-MP037,Manguera filtro aire NP300 marca Herta,28,41,0,0,#aa0009,1,18,13,8,0.35,0
6137,3221,Soporte motor izquierdo Matiz G2,2,3,314.99,0,NK-7149,Soporte motor izquierdo Matiz G2 marca Safety,18,117,0,0,#aa0009,1,,,,,0
6138,13847,Bomba de agua Platina,2,1,324.99,0,21010-00QAA,Bomba de agua Platina marca Best Cooling,33,44,0,0,#aa0009,1,14,14,9,4.45,53
6139,1244,Bobina Platina (Original),5,1,769.99,0,22448-00QABV,Bobina Platina (Original),33,44,0,0,#aa0009,1,4,5,20,0.25,7
6140,4820,Inyector Platina,5,1,411.99,0,030 906 031t,Inyector Platina Marca Voltmax,33,41,0,0,#aa0009,1,0,0,0,0,0
6141,15010,Bomba de Agua Platina,2,1,469.99,0,P-1641,Bomba Agua Platina marca Federal Mogul,33,44,0,0,#aa0009,1,15,19,14,1.1,59
6142,359,Tapón depósito anticongelante Platina,2,1,35.11,0,NS1P2-TD030,Tapón depósito anticongelante Platina marca Herta,33,44,0,0,#aa0009,1,7,7,6,0.1,0
6143,13463,Polea tensora distribución Platina,2,1,178.25,0,13070-00QAB,Polea tensora distribución Platina marca Rotek,33,44,0,0,#aa0009,1,8,8,5,0.25,0
6144,15035,Base amortiguador (Con balero) Platina,3,1,934.99,0,2519001SFT,Base amortiguador (Con balero) Platina marca Safety,33,44,0,0,#aa0009,1,12,12,5,0.4,2
6145,9357,Engrane arbol de levas Platina,2,1,214.99,0,13024-00QAA  OCO,Engrane arbol de levas Platina,33,44,0,0,#aa0009,1,14,14,4,0.55,61
6146,1708,Bujía 1 electrodo Matiz,2,3,23,0,BPR6EY,Bujía 1 electrodo Matiz marca NGK,18,73,0,0,#aa0009,1,10,2,2,0.1,33
6147,1708,Bujía 1 electrodo Matiz,2,3,23,0,BPR6EY,Bujía 1 electrodo Matiz marca NGK,18,117,0,0,#aa0009,1,10,2,2,0.1,33
6148,1708,Bujía 1 electrodo Matiz,2,3,23,0,BPR6EY,Bujía 1 electrodo Matiz marca NGK,18,118,0,0,#aa0009,1,10,2,2,0.1,33
6149,41,Accionamiento derecho de plástico (cromado) Pointer,8,2,34.99,0,373 868 406,Accionamiento derecho de plástico (cromado) Pointer,61,62,0,0,#aa0009,1,9,5,3,0.05,24
