_id,Clave,Producto,_idCategoria,_idMarca,Precio1,Precio2,No_parte,Descripcion,Modelo,Anios,RefaccionNueva,RefaccionOferta,color,Estatus,Alto,Largo,Ancho,Peso
117,6127,Multiple Escape Combi 1800 (R),2,2,2275,0,049 129 591 R,Multiple Escape Combi 1800 (R),48,53,0,0,#aa0009,1,35,12,17,5.35
118,6510,Polea Bomba Agua Combi,2,2,72,0,026 121 031 D,Polea bomba de agua para Combi brida chica,48,53,0,0,#aa0009,1,0,0,0,0
119,4595,Balatas Corsa Delanteras,7,3,188.99,0,EE-8290D1176,Balatas delanteras de corsa marca Euro España,16,71,0,0,#aa0009,1,0,0,0,0
120,6557,Polea Tensora Distribucion Corsa,2,3,159.99,0,GM144-PT210,Polea Tensora de Distribución Corsa Marca Herta,16,71,0,0,#aa0009,1,0,0,0,0
121,2022,Calavera Corsa Derecha,4,3,415,0,FCHC0211-0203,Clavera de corsa Rojo/Rosa 03-08 Derecha Marca CIB,16,71,0,0,#aa0009,1,35,34,7.5,1.3
122,2023,Clavera Corsa Izquierda,4,3,415,0,FCHC0212-0204,Clavera Corsa Rojo/Rosa 03-08 Izquierda Marca CIB,16,71,0,0,#aa0009,1,0,0,0,0
123,614,Collarin Hidraulico Corsa,2,3,530,0,510000410,Collarin Hidraulico Corsa,16,70,0,0,#aa0009,0,10,9,19,0.1
124,11196,Filtro Cabina Corsa,1,3,69.99,0,ABNG0100,Filtro Cabina Corsa Marca Tornado,16,71,0,0,#aa0009,1,0,0,0,0
125,4059,Filtro Aire Corsa,1,3,62,0,AANC0200,Filtro Aire Corsa Marca Diforza,16,71,0,0,#aa0009,1,0,0,0,0
126,8979,Filtro Gasolina Corsa,1,3,33,0,AGNC0100,Filtro Gasolina corsa marca difoorza,16,71,0,0,#aa0009,1,0,0,0,0
127,9047,Polea Alternador Inferios Corsa,2,3,129,0,55352713,Polea Inferior de alternador de Corsa,16,71,0,0,#aa0009,1,0,0,0,0
128,6499,Polea Alternador Corsa Superior,2,3,90,0,55350580,Polea Superir de Alternador de Corsa,16,71,0,0,#aa0009,1,0,0,0,0
129,12853,Polea Tensora Distribución Corsa,2,3,294.99,0,PT-CORSA,Polea Tensora Distribución Corsa Tipo Original,16,71,0,0,#aa0009,1,0,0,0,0
130,6683,Radiador Corsa,2,3,782,0,CRNC0200,Radiador agua Corsa 1.8 C/S Aire 04-09 IZAKA,16,71,0,0,#aa0009,1,0,0,0,0
131,4534,Balatas D22 Delanteras,7,1,198.99,0,41060-27n91m,Balatas delanteras para Nissan Pick up D22 marca FP,31,93,0,0,#aa0009,1,0,0,0,0
132,9680,Balatas Traseras Nissan Pick up D21,7,1,275,0,44060-05N25,Balatas Traseras Nissan Pick up D21 maraca FP,30,40,0,0,#aa0009,1,0,0,0,0
133,5926,Bomba Agua Nissan D21,2,1,279,0,MANN0200,Bomba Agua Nissan Pick up D21 marca Diforza,30,40,0,0,#aa0009,1,15,13,12,1.35
134,2862,Calavera D21 Corta Derecha,4,1,56,0,FNCNN0201,Calavera Nissan Pick up D21 Corta Roja/Blanco Con arnes Derecha,30,40,0,0,#aa0009,0,0,0,0,0
135,3863,Calavera Nissan D21 Corta Izquierda,4,1,235,0,FCNN0202,Calavera Nissan D21 Corta Roja/BLanco Con arnes Izquierda Marca Diforza,30,40,0,0,#aa0009,1,37,14.5,11,0.65
136,780,Filtro Gasolina Pick up D21 05-10,1,1,31.99,0,16400-F4000,Filtro Gasolina Nissan Pick up  D21-05-10 2.4L,30,40,0,0,#aa0009,1,14.5,8,8,0.2
137,3952,Calavera Nissan D21 Pick up Larga Derecha,4,1,245,0,FCNN0211,Calavera Nissan D21 Pick up Larga Ambar/Roja/Blanco Derecha Marca Diforza,30,40,0,0,#aa0009,1,39,14.5,10.5,0.6
138,3953,Calavera Nissan D21 Pick up Larga Izquierda,4,1,245,0,FNCNN0212,Calavera D21 Pick up larga Izquierda Ambar/ Rojo/ Blanco Marca Diforza,30,40,0,0,#aa0009,1,39,14.5,10.5,0.6
139,3173,Filtro Aire D21 Original,1,1,85,0,MEX,Filtro aire D21 Original,30,40,0,0,#aa0009,1,0,0,0,0
140,10655,Filtro Gasolina Pikc up D21,1,1,34.99,0,AGNN0110,Filtro de Gasolina para Nissan Pick up D21 Curvo Marca DIforza,30,40,0,0,#aa0009,1,0,0,0,0
141,4582,Polea Cigueñal Pick up D21,2,1,338.99,0,12303-F4000,Polea Cigueñal D21 2.4 Top Engine,30,40,0,0,#aa0009,1,0,0,0,0
142,225,Radiador Agua Pick up D21 Estandar,2,1,878,0,RD-NS04,Radiador Agua Pick up D21 Estandar  Marca Best Cooling,30,40,0,0,#aa0009,1,71,59,11,4
143,12661,Tapa Distribuidor Pick up Nissan D21,5,1,48,0,22162-0M300,Tapa Distribuidor Pick up Nissan D21,30,40,0,0,#aa0009,1,0,0,0,0
144,12784,Tolva Motoventilador D21,2,1,254.29,0,W2-21476F4000,Tolva Motoventilador Nissan Pick up D21 2.4 ORIGINAL,30,40,0,0,#aa0009,1,0,0,0,0
145,4534,Balatas delanteras Nissan pick up D21,7,1,198.99,0,41060-27n91m,Balatas delanteras Nissan pick up D21 marca FP,30,40,0,0,#aa0009,1,0,0,0,0
146,10461,Faro Nissan D22 Derecho,4,1,764.99,0,FFNN0701,Faro de Nissan Pick up D22 del 2008 al 2015 Derecho marca Forcetec,31,93,0,0,#aa0009,1,0,0,0,0
147,10462,Faro Derecho D22,4,1,764.99,0,FFNN0702,Faro de Nissan Pick up D22 del 2008 al 2015 Izquierdo marca Forcetec,31,93,0,0,#aa0009,1,0,0,0,0
148,9537,Polea Cigueñal D22,2,1,743.14,0,12303-3S500,Polea de cigueñal para nissan pick up d22,31,93,0,0,#aa0009,1,20,17.5,7.5,3.55
149,11307,Balatas Derby Disco Solido,7,2,129,0,M7569-D694,Balatas para Derby con disco Solido marca Diamond,50,55,0,0,#aa0009,1,0,0,0,0
150,4068,Filtro Aire Derby,1,2,121.99,0,0 986 MF4 620,Filtro aire para Derby Rectangular ALto marca Boch,50,55,0,0,#aa0009,1,37,19.5,6,0.35
151,6371,Filtro Aire Derby,1,2,58.99,0,FI-HA9620,Filtro aire Derby rectangular alto marca High Filter,50,55,0,0,#aa0009,1,37,14.5,5,0.25
152,6452,Palanca Limpiabrisas Derby,5,2,207.89,0,VW9S2-PL528,Palanca Limpiabrisas Dervy 99-04,50,55,0,0,#aa0009,1,0,0,0,0
153,10586,Balatas Gol Delanteras,7,2,178,0,8768Z-D1556,Balatas para Gol delanteras marca FP,51,56,0,0,#aa0009,1,0,0,0,0
154,11800,Calavera Gol 2 Derecha,4,2,333,0,FCNV0601,Calavera Gol 2 puertas Derecha Rojo Blanco 08-12 Marca Forcetec,51,56,0,0,#aa0009,1,0,0,0,0
155,11801,Calavera Gol Izquierda,4,2,333,0,FNCV0602,Calavera Gol IZquierda 2 puertas Rojo/blanco 08-12 marca Forcetec,51,56,0,0,#aa0009,1,0,0,0,0
156,2934,Cremallera Gol Estandar,3,2,668.99,0,377 419 ORN TA,Cremallera para Gol Estandar Marca Bruck,51,56,0,0,#aa0009,1,57,15,10,4.3
157,4137,Filtro Gasolina Jetta A3,1,2,53.37,0,251 201 511A,Filtro de gasolina Jetta A3,54,16,0,0,#aa0009,1,17,8.5,8.5,0.25
158,4137,Filtro Gasolina Golf A3,1,2,53.37,0,251 201 511A,Filtro de gasolina Golf A3 Full Inyection,68,65,0,0,#aa0009,1,17,8.5,8.5,0.25
159,11307,Balatas Jetta A3 Disco Solido,7,2,129,0,m7569-d694,Balatas Jetta A3 Disco Solido marca Diamond,54,16,0,0,#aa0009,1,0,0,0,0
160,12994,Banda Tiempo Jetta A3 2.0,2,2,159,0,056-109-119c,Banda Tiempo Jetta A3 mototr 2.0 marca Tetzun,54,16,0,0,#aa0009,1,0,0,0,0
161,2084,Calavera Jetta A3 Derecha,4,2,309.99,0,FCHV0121,Calavera Jetta A3 Exterior Ambar Derecha Marca Diforza,54,16,0,0,#aa0009,1,0,0,0,0
162,2085,Calavera Jetta A3 Izquierda,4,2,309.99,0,FCHV0121,Calavera Jetta A3 Exterior Ambar Izquierda Marca Diforza,54,16,0,0,#aa0009,1,0,0,0,0
163,2062,Calavera Golf A3 Izquierda,4,2,280,0,1H6 945 111 L,Calavera Golf A3 Ambar Izquierda Marca Generica,68,65,0,0,#aa0009,1,0,0,0,0
164,2061,Calavera Golf A3 Derecha,4,2,280,0,1H6 945 112 R,Calavera Golf A3 Ambar Derecha Marca Generica,68,65,0,0,#aa0009,1,0,0,0,0
165,2090,Calavera Jetta A3 Derecha,4,2,368.99,0,FCRV0101,Calavera Jetta A3 interior Ambra Derecha,54,16,0,0,#aa0009,0,23,19,12,0.55
166,2924,Cremallera Jetta A3 Hidraulica,3,2,4201.58,0,DMNV0300,Cremallera Jetta A3 Hidraulica Marca Yokomitsu,54,16,0,0,#aa0009,1,130,19,14,6.6
167,7542,Filtro Cabina Jetta A3,1,2,88.99,0,ABNV0100,Filtro Cabina Para Jetta A3 marca Diforza,54,16,0,0,#aa0009,1,28.5,21,3,0.15
168,11925,Filtro Aire Jetta A3,1,2,68.99,0,1H0 129 620,Filtro de Aire para Jetta A3,54,16,0,0,#aa0009,1,0,0,0,0
169,4459,Goma Pedal Jetta A3 Automatico,2,2,9.99,0,214,Goma Pedal Jetta A3 Automatico,54,16,0,0,#aa0009,1,0,0,0,0
170,4461,Goma Pedal Freno Jetta A3 Standard,2,2,10.52,0,292,Goma Pedal Freno Jetta A3 Standard,54,16,0,0,#aa0009,1,7,6,1,0.05
171,5929,Mica Cuarto Facia Jetta A3 Derecha Larga,4,2,90,0,1HM 941 778 PI,Mica Cuarto Facia Jetta A3 Derecha Larga,54,16,0,0,#aa0009,1,26.5,8.5,6,0.15
172,5930,Mica Cuarto Facia Jetta A3 Izquierda,4,2,90,0,1HM 941 779,Mica Cuarto Facia Jetta A3 Izquierda Larga,54,16,0,0,#aa0009,1,26.5,8.5,6,0.15
173,6473,Platito Clutch Jetta A3,2,2,66,0,055 141 124F,Platito Clutch Patas Separadas,54,16,0,0,#aa0009,1,0,0,0,0
174,7825,Tapa Base Amortiguador Jetta A3,3,2,52,0,1H0 412 319 B,Tapa Base Amortiguador Jetta A3 delantera,54,16,0,0,#aa0009,1,0,0,0,0
175,12994,Banda Tiempo Jetta A4,2,2,159,0,06A-109-119C,Banda de Tiempo Jetta A4 2.0 Tetzun,55,17,0,0,#aa0009,1,0,0,0,0
176,994,Banda Tiempo Jetta A4,2,2,412.99,0,06A109119C TB269,Banda de Tiempo para Jetta A4 2.0 Contitech Original,55,17,0,0,#aa0009,1,26,16,4,0.15
177,9599,Bomba Agua Jetta A4,2,2,250,0,06A 121 011BP,Bomba agua Jetta A4 Best Cooling,55,17,0,0,#aa0009,1,11,11,11,0.8
178,1832,Buzo Motor Escape Jetta A4 Turbo 1.8,2,2,82,0,058 109 309 E,Buzo motor Escape de jetta A4 1.8 Turbo (GRANDE),55,17,0,0,#aa0009,1,4,4,5,0.1
179,2068,Calavera Golf A4 Derecha,4,2,662.99,0,FCNV0331,Calavera Golf A4 Ambar/rojo Derecha 00-06 Marca Diforza,69,66,0,0,#aa0009,1,0,0,0,0
180,2069,Calavera Golf A4 Izquierda,4,2,757.24,0,FCNV0332,Calavera GolfA4 Ambar/Rojo Izquierda 01-06,69,66,0,0,#aa0009,1,0,0,0,0
181,2102,Calavera Jetta A4 Derecha,4,2,483.99,0,FCNV0131,Calavera Jetta A4 2 Franjas Claras Derecha Diroza,55,17,0,0,#aa0009,1,0,0,0,0
182,2103,Calavera Jetta A4 Izquierda,4,2,483.99,0,FCNV0132,Calavera Jetta A4 2 Franjas Claras Izquierda Diforza,55,17,0,0,#aa0009,1,0,0,0,0
183,2738,Codo Cople Toma Agua A4,2,2,35.83,0,6Q0 122 291 F,Codo Cople Toma Agua Jetta/Golf A4,55,17,0,0,#aa0009,0,14,10,5,0.1
184,4098,Cremallera Jetta A4 Hidraulica,3,2,4140,0,DMNV0100,Cremallera Golf/Jetta A4 Hidraulica con varillas Yokomitzu,55,17,0,0,#aa0009,1,0,0,0,0
185,9214,Faro Jetta  A4 Derecho,4,2,978.08,0,FFNV0171,Faro Jetta A4 Derecho Con luz Ambar Forcetec,55,17,0,0,#aa0009,1,40,26,20,1.7
186,9213,Faro Jetta A4 Izquierdo,4,2,978.08,0,FFNV0172,Faro Jetta A4 Izquierdo Con Luz Ambar Forcetec,55,17,0,0,#aa0009,1,40,26,20,1.7
187,4078,Filtro Aire Jetta A4,1,2,67,0,1J0 129 620,Filtro Aire Jetta A4,55,17,0,0,#aa0009,1,0,0,0,0
188,7542,Filtro Cabina Jetta A4,1,2,88.99,0,ABNV0100,Filtro de Cabina Para Jetta A4 marca Diforza,55,17,0,0,#aa0009,1,28.5,21,3,0.15
189,10618,Filtro Gasolina Jetta A4,1,2,42,0,AGNV3110,Filtro Gas Jetta A4 marca Diforza,55,17,0,0,#aa0009,1,0,0,0,0
190,4141,Filtro Gasolina Jetta A4,1,2,95,0,0 986 MF2 318,Filtro Gasolina Jetta A4 marca Bosch,55,17,0,0,#aa0009,1,0,0,0,0
191,1576,Filtro Gasolina Jetta A4,1,2,105.01,0,FG-029,Filtro de Gasolina Jetta A4 Original,55,17,0,0,#aa0009,1,8,8,18,0.25
192,8474,Goma Pedal Clutch Golf A4,2,2,68.99,0,1J0 721 173E,Goma pedal Clutch Golf/Jetta A4,69,66,0,0,#aa0009,1,0,0,0,0
193,8452,Goma Pedal Freno Golf A4,7,2,68.99,0,6K 721 174,Goma pedal Freno Golf A4 sin tope,69,66,0,0,#aa0009,1,0,0,0,0
194,6504,Polea Arbol Levas Golf A4,2,2,208.99,0,06A 109 105 c,Polea Arbol Levas Golf A4 Grande Dentada,69,66,0,0,#aa0009,1,0,0,0,0
195,6532,Polea Direccion Hidraulica Jetta A4,2,2,130,0,038 154 255A,Polea Direccion Hidraulica Jetta A4,55,17,0,0,#aa0009,1,13,13,3,0.6
196,4465,Polea Loca Golf A4,2,2,145,0,7623,Polea loca Golf A4 2.0 Mexpulley,69,66,0,0,#aa0009,1,11,10.5,4,0.2
197,6547,Polea Loca Jetta A4 1.8 Turbo,2,2,410,0,058 109 243 B,Polea Loca Golf/Jetta A4 1.8 Turbo,55,17,0,0,#aa0009,1,0,0,0,0
198,6545,Polea tensora Banda Tiempo Golf A4,2,2,165.99,0,06A 109 479 A,Polea Loca Tensora Banda Tiempo Golf/Jetta A4,69,66,0,0,#aa0009,1,0,0,0,0
199,12551,Puente Delantero Jetta A4,3,2,2729,0,Mex,Puente Complto Golf/Jetta A4,55,17,0,0,#aa0009,1,0,0,0,0
200,7767,Switch Luces Jetta A4,5,2,250,0,1C0 941 531C,Switch Luces Golf/Jetta A4 Sin Faro de Niebla,55,17,0,0,#aa0009,1,15,15,11,1.5
201,8970,Faro Chevy Derecho,4,3,430,0,FFNC0111,Faro Chevy Lizo 01-03 Derecho Forcetec,5,6,0,0,#aa0009,1,0,0,0,0
202,8971,Faro Chevy Izquierdo,4,3,430,0,FFNC0112,Faro Chevy Liso Izquierdo 01-03 Forcetec,5,6,0,0,#aa0009,1,0,0,0,0
203,8972,Faro Chevy Derecho,4,3,435,0,FFNC0101,Faro Chevy Rayado Derecho 94-00 Forcetec,5,6,0,0,#aa0009,1,0,0,0,0
204,8973,Faro Chevy Izquierdo,4,3,435,0,FFNC0102,Faro Chevy Rayado Izquierdo 94-00 Forcetec,5,6,0,0,#aa0009,1,0,0,0,0
205,11561,Faro Auxiliar Chevy Derecho,4,3,339.99,0,FXNC0601,Faro Auxiliar (niebla) Chevy C3 Derecho 08-11,5,6,0,0,#aa0009,1,0,0,0,0
206,11562,Faro Auxiliar Chevy Izquierdo,4,3,339.99,0,FXNC0602,Faro Auxiliar (niebla) Chevy C3 08-11 Izquierdo,5,6,0,0,#aa0009,1,0,0,0,0
207,2192,Caliper Combi Izq/Der,7,2,1250,0,BAC 615 106,Caliper Compi Izquierdo/Derecho Generic,48,53,0,0,#aa0009,1,0,0,0,0
208,10124,Faro Derby Izquierdo,4,2,805,0,FFNV0502,Faro Derby 05- Izquierdo Diforza,50,55,0,0,#aa0009,1,0,0,0,0
209,10123,Faro Derby Derecho,4,2,805,0,FFNV0501,Faro Derby Derecho 05- Diforza,50,55,0,0,#aa0009,1,0,0,0,0
210,2039,Calavera Derby Izquierda,4,2,710,0,FCGV0512,Calavera Dervy Izquierda 00-05 Roja/Blanco Generica,50,55,0,0,#aa0009,1,32,24,13.5,0.05
211,2038,Calavera Derby Derecha,4,2,710,0,FCGV0511,Calavera Derby Derecha 00-05 Roja/Blanco Generica,50,55,0,0,#aa0009,1,0,0,0,0
212,11924,Filtro Aire Jetta A5,1,2,53,0,07K 129 620,Filtro Aire Jetta A5 Nikko,56,18,0,0,#aa0009,1,0,0,0,0
213,10849,Faro Jetta A5 Izquierdo,4,2,1235,0,FFNV0164,Faro Jetta A5 Clasico Fondo Negro 08-14 Izquierdo marca Forcetec,56,18,0,0,#aa0009,1,51,25,22.5,2.2
214,10850,Faro Jetta A5 Derecho,4,2,1235,0,FFNV0163,Faro Jetta A5 Clasico Fondo Negro 08-14 Derecho marca Forcetec,56,18,0,0,#aa0009,1,0,0,0,0
215,8888,Faro Jetta A5 Izquierdo,4,2,1224.99,0,FFNV0162,Faro Jetta A5 Clasico Fondo Cromado 08-14 Izquierdo Forcetec,56,18,0,0,#aa0009,1,0,0,0,0
216,8887,Faro jetta A5,4,2,1224.99,0,FFNV0161,Faro Jetta A5 Clasico Fondo Cromado 08-14 Derecho Forcetec,56,18,0,0,#aa0009,1,51.5,25,22.5,2.15
217,565,Balatas Jetta A5 Tras,7,2,145,0,8213-D1108 EG,Balatas traseras Jetta A5 marca FP,56,15,0,0,#aa0009,1,0,0,0,0
218,8935,Balatas Jetta A6 Delanteras,7,2,260,0,8760-D1107,Balatas Jetta A6 delanteras marca FP,57,19,0,0,#aa0009,1,0,0,0,0
219,11514,Calavera Jetta A6 Interior Derecha,4,2,537.99,0,17AA,Calavera Jetta A6 Interior Derecha Marca Depo,57,19,0,0,#aa0009,1,0,0,0,0
220,11515,Calavera Jetta A6 interior Izquierda,4,2,537.99,0,17A324009A,Calavera Jetta A6 interior Izquierda Marca Depo,57,19,0,0,#aa0009,1,0,0,0,0
221,4405,Cremallera Jetta A6 Hidraulica,3,2,5129.99,0,DMNV0110,Cremallera Hidrailica para Jetta A6 marca Yokomitzu,57,19,0,0,#aa0009,1,138,25,15,8.6
222,10981,Faro Jetta A6 Bicentenario Derecho,4,2,2078.99,0,FFNV0191,Faro Jetta A6 Bicentenario Derecho marca Diforza,57,19,0,0,#aa0009,1,0,0,0,0
223,10982,Faro Jetta A6 Bicentenario Izquierdo,4,2,2078.99,0,FFNV0192,Faro Jetta A6 Bicentenario Izquierdo marca Diforza,57,19,0,0,#aa0009,1,0,0,0,0
224,8171,Filtro aire Jetta A6,1,2,87,0,1F0-129-620,Filtro Aire Jetta A6 Cilindrico Hig Filter,57,19,0,0,#aa0009,1,22,14,22,0.25
225,13161,Filtro Aire Jetta A6,1,2,62.3,0,04E-129-620,Filtro aire Golf/Jetta A6 Nikko,57,19,0,0,#aa0009,1,0,0,0,0
226,10655,Filtro Gasolina Lucino,1,1,34.99,0,AGNN0110,Filtro Gasolina Lucino Curvo,26,33,0,0,#aa0009,1,0,0,0,0
227,4406,Cremallera Lupo Hidraulica,3,2,5137.99,0,DMNV1320,Cremallera Lupo 1.6 Hidraulica 04-09 Yokomitzu,58,58,0,0,#aa0009,1,0,0,0,0
228,4151,Filtro Gasolina Lupo,1,2,41.36,0,FF-VW136,Filtro Gasolina Lupo 05-07 Nikko,58,58,0,0,#aa0009,1,18,8.5,18,0.15
229,4157,Filtro Gasolina Lupo,1,2,256.59,0,AGNV0400,Filtro Gasolina Lupo con Regulador 4.0 BAR,58,58,0,0,#aa0009,1,18,8.5,18,0.15
230,8003,Balatas March Tambor,7,1,189.99,0,A903,Balatas March Traseras Tambor FP,27,34,0,0,#aa0009,1,22,19,7.5,1.4
231,10357,Cremallera March Electrica,3,1,2386,0,48001-9MD0A,Cremallera para March 1.6 ELectroasistida Marca Bruck,27,34,0,0,#aa0009,1,0,0,0,0
232,3513,Espejo March Derecho Manual,4,1,962.99,0,96301-1HK0A,Espejo March Derecho Manual,27,34,0,0,#aa0009,1,0,0,0,0
233,5119,Espejo March Izquierdo Manual,4,1,962.99,0,96302-1HK0A,Espejo March Izquierdo Manual,27,34,0,0,#aa0009,1,0,0,0,0
234,11921,Faro March Derecho,4,1,1029.99,0,FFNN0801,Faro March Derecho 11-13 Diforza,27,34,0,0,#aa0009,1,0,0,0,0
235,11922,Faro March Izquierdo,4,1,1029.99,0,FFNN0802,Faro March Izquierdo 11-13 Diforza,27,34,0,0,#aa0009,1,0,0,0,0
236,11340,Filtro Aire March,1,1,34.99,0,16546-1HK0J,Filtro Aire March Nikko,27,34,0,0,#aa0009,1,0,0,0,0
237,12281,Filtro Aire March,1,1,349,0,AANN0900 SEV,Filtro Aire March DIforza,27,34,0,0,#aa0009,1,0,0,0,0
238,3220,FIltro Aire March Original,1,1,75,0,Mex,FIltro Aire March Original,27,34,0,0,#aa0009,1,0,0,0,0
239,13166,Horquilla Suspencion March Original,3,1,810,0,545019Ks1D,Horquilla Suspencion March Izq/Der Original,27,34,0,0,#aa0009,0,0,0,0,0
240,13281,Kit de afinación March Original,1,1,335.57,200,EMPSE15WSNDD,Promocion de Aceite y filtro Original para March (Aceite 15w40),27,34,0,0,#aa0009,1,0,0,0,0
241,13282,Kit de Afinación March Original,1,1,346,0,EMPSE20WSNDD,Promocion de Aceite y filtro Original para March (Aceite 20w50),27,34,0,0,#aa0009,1,0,0,0,0
242,660,Balatas Matiz Traseras,7,3,178,0,53200-70810,Balatas Traseras tambor  Matiz Marca FP,18,73,0,0,#aa0009,1,22,18,7.5,1.1
243,659,Balatas Matiz Delanteras,7,3,120,0,96316582NK,Balatas Matiz Delaneras FP,18,73,0,0,#aa0009,1,0,0,0,0
244,9756,Bomba Gasolina Matiz Completa,5,3,546,0,RP-A42-2 Are,Bomba Gasolina Completa Matiz G1 1.0 03-05 Marca Regal Parts,18,73,0,0,#aa0009,1,0,0,0,0
245,5799,Bomba Gasolina Matiz Completa,5,3,893,0,96464637,Bomba Gasolina Matiz Completa Voltmax 06-,18,73,0,0,#aa0009,1,33,16,15,1.15
246,10398,Faro Matiz G2 Derecho,4,3,739.99,0,FFNG0111,Faro Matiz G2 06-10 Derecho Forcetec,18,73,0,0,#aa0009,1,0,0,0,0
247,10397,Faro Matiz G2 Izquierdo,4,3,739.99,0,FFNG0112,Faro Matiz G2 06-10 Izquierdo marca Diforza,18,73,0,0,#aa0009,1,0,0,0,0
248,4079,Filtro Aire Matiz G2,1,3,49.99,0,AANG0110,Filtro Aire Matiz G2,18,73,0,0,#aa0009,1,0,0,0,0
249,8795,Filtro cabina Matiz,1,3,64.99,0,96425700,Filtro Cabina Matiz G2 05-15 High Filter,18,73,0,0,#aa0009,1,0,0,0,0
250,4146,Filtro Gasolina Matiz,1,3,34.99,0,FF-GM227,Filtro GAsolina Matiz con Grapas 03-08 EGP,18,73,0,0,#aa0009,1,17,6.5,17,0.15
251,4147,Filtro Gasolina Matiz,1,3,32,0,AGNG0100,Filtro Gasolina Matiz con Grapas Diforza,18,73,0,0,#aa0009,1,17,6.5,17,0.15
252,524,Manguera Freno Matiz Delantera,7,3,178.99,0,BH-GM18629,Manguera Freno Matiz Delantera marca FP,18,73,0,0,#aa0009,1,19,15,7,0.15
253,5925,Bomba Agua NP300,2,1,494.99,0,MANN0710,Bomba Agua NP300 Marca Mizumo,28,41,0,0,#aa0009,1,14,12,11.5,1.1
254,4195,Calavera D23 NP300 Derecha,4,1,647.99,0,FCNN0701,Calavera d23 Np300 19-19 Forcetec Derecha,28,41,0,0,#aa0009,1,42.5,22,16.5,1.05
255,4198,Calavera D23 NP300 Izquierda,4,1,648.32,0,FCNN0702,Calavera D23 NP300 16-17 Izquierda Forcetec,28,41,0,0,#aa0009,1,42.5,22,16.5,1.05
256,11314,Cremallera Pick up NP300,3,1,5098,0,DMNN0700,Cremallera NP300/D23 Hidraulica Yokomitzu,28,41,0,0,#aa0009,1,0,0,0,0
257,11431,Faro NP300 Derecho,4,1,1440,0,FFNN0711,Faro D23/NP300 Fondo Cromado Derecho Forcetec,28,41,0,0,#aa0009,1,0,0,0,0
258,11432,Faro NP300 Izquierdo,4,1,1440,0,FFN0712,Faro D23/NP300 Fondo Cromado Izquierdo Forcetec,28,41,0,0,#aa0009,1,0,0,0,0
259,1427,Filtro Aire NP300,1,1,63.39,0,16546-4JM1A,Filtro Aire NP300/D23 Clean Filter,28,41,0,0,#aa0009,1,0,0,0,0
260,11283,Filtro Gasolina NP300 2.5,1,1,211.99,0,AGNN0710,Filtro Gasolina NP300 2.5 Diforza,28,41,0,0,#aa0009,1,0,0,0,0
261,10617,Filtro Gasolina Peugeot 307,1,7,38.99,0,AGNN0300,Filtro Gasolina Peugeot 307 metalico,23,88,0,0,#aa0009,1,0,0,0,0
262,3939,Antena Platina,8,1,87.99,0,AN-302,Antena Platina Marca Tunix,33,44,0,0,#aa0009,1,0,0,0,0
263,663,Balatas Platina Delanteras,7,1,169.99,0,41060-00QAB,Balatas Platina Delanteras Marca FP,33,44,0,0,#aa0009,1,11,8.5,8,1
264,664,Balatas Platina Traseras Tambor,7,1,214.99,0,44060-00QNK,Balatas Platina Tambor Marca FP,33,44,0,0,#aa0009,1,21.5,17.5,7.5,1.45
265,12991,Banda Tiempo Platina,2,1,245,0,82001-42350,Banda Tiempo Platina Tetzun,33,44,0,0,#aa0009,1,0,0,0,0
266,7798,Calavera Platina Derecha,4,1,385,0,FCNN0301,Calavera Platina Rojo/Blanco/Ambar Derecha Marca Forcetec,33,44,0,0,#aa0009,1,0,0,0,0
267,7299,Calavera Platina Izquierda,4,1,385,0,FCNN0302,Calavera Platina Rojo/Blanco/Ambar Izquierda Marca CIB,33,44,0,0,#aa0009,1,0,0,0,0
268,10449,Cremallera Platina Hidraulica,3,1,3694.99,0,49001-00QAA,Cremallera Platina Hidráulica Safety,33,44,0,0,#aa0009,1,0,0,0,0
269,11451,Disco Rueda Platina Ventilado,7,1,324.99,0,40206-00QAA,Disco Rueda Platina Ventilad marca FP,33,44,0,0,#aa0009,1,0,0,0,0
270,3579,Espejo Platina Derecho,4,1,449.99,0,96301-00QAA,Espejo Platina Derecho Manual,33,44,0,0,#aa0009,1,0,0,0,0
271,3580,Espejo Platina Izquierdo,4,1,449.99,0,96301-00QAA,Espejo Platina Izquierdo Manual,33,44,0,0,#aa0009,1,0,0,0,0
272,3947,Faro Platina Derecho,4,1,875.99,0,FFNN0301,Faro Platina Derecho Fondo Cromado Forcetec,33,44,0,0,#aa0009,1,0,0,0,0
273,3948,Faro Platina Izquierdo,4,1,875.99,0,FFNN0302,Faro Platina Izquierdo Fondo Cromado Forcetec,33,44,0,0,#aa0009,1,0,0,0,0
274,7333,Filtro Aire Platina Original,1,1,100.16,0,Mex,Filtro Aire Platina Original,33,44,0,0,#aa0009,1,0,0,0,0
275,10617,Filtro Gasolina Platina,1,1,38.99,0,AGNN0300,Filtro Gasolina Platina Metalico,33,44,0,0,#aa0009,1,0,0,0,0
276,4452,Goma Pedal Clutch y Freno Platina,2,1,15.99,0,550,Goma Pedal Clutch y Freno Platina,33,44,0,0,#aa0009,0,8,5,1,0.05
277,6162,Palanca Direccional Platina,5,1,370.66,0,25560-00QAB,Palanca Direccionales Platina,33,44,0,0,#aa0009,1,40,12,10,0.5
