_id,Clave,Producto,_idCategoria,_idMarca,Precio1,Precio2,No_parte,Descripcion,Modelo,Anios,RefaccionNueva,RefaccionOferta,color,Estatus,Alto,Largo,Ancho,Peso
278,6523,Polea Cigueñal Platina,2,1,438.96,0,12303-00QAA,Polea Cigueñal Platina Nikko,33,44,0,0,#aa0009,1,0,0,0,0
279,13297,Polea Loca Alternador Platina,2,1,605.99,0,11925-00QAA,Polea Loca Tensora Alternador Platina Completa KISHIO,33,44,0,0,#aa0009,1,0,0,0,0
280,9199,Radiador Pointer,2,2,614.99,0,CRNV0200,Radiador agua Pointer con/sin Aire,61,62,0,0,#aa0009,1,0,0,0,0
281,6533,Polea Direcchion Hidraulica Pointer,2,2,159,0,048 145 255,Polea Direccion Hidráulica Pointer,61,62,0,0,#aa0009,1,13,13,3,0.6
282,6525,Polea Cigueñal Pointer,2,2,72,0,026 105 255,Polea Cigueñal Pointer Sin Aire,61,62,0,0,#aa0009,1,0,0,0,0
283,6512,Polea Bomba Agua Pointer,2,2,151.99,0,048 121 031 1,Polea Bomba  Agua Pointer Con Aire,61,62,0,0,#aa0009,1,15,14,3,0.45
284,6330,Perilla Palanca Vel Pointer,8,2,62.99,0,456,Perilla Palanca Velocidades Pointer,61,62,0,0,#aa0009,1,12,7,4,0.1
285,3955,Faro Pointer Izquierdo,4,2,624.99,0,FFNV0202,Faro Pointer Izquierdo Fondo Cromado 00-05 Forcetec,61,62,0,0,#aa0009,1,56,26,23,2
286,3954,Faro Pointer Derecho,4,2,624.99,0,FFNV0201,Faro Pointer Derecho Fondo Cromado 00-05 Forcetec,61,62,0,0,#aa0009,1,56,26,23,2
287,3208,Disco Rueda Pointer Solido,7,2,256,0,321 615 301,Disco Rueda Pointer Solido marca FP,61,62,0,0,#aa0009,1,0,0,0,0
288,2934,Cremallera Pointer Estandar,3,2,668.99,0,377 419 ORN TA,Cremallera Pointer Direccion Estandar Marca Bruck,61,62,0,0,#aa0009,1,57,15,10,4.3
289,7951,Calavera Pointer Pick Up Izquierda,4,2,520,0,FCNV0222,Calavera Pointer Pick Up Izquierda 06-09 Marca Diforza,61,62,0,0,#aa0009,1,0,0,0,0
290,7953,Calavera Pointer Pick Up Derecha,4,2,520,0,FCNV0221,Calavera Pointer Pick Up Derecha 06-09 Marca DIforza,61,62,0,0,#aa0009,1,0,0,0,0
291,2140,Calavera Pointer Izquierda,4,2,366,0,FCNV0252,Calavera Pointer  Sedan Izquierda 06- Marca Diforza,61,62,0,0,#aa0009,1,0,0,0,0
292,2139,Calavera Pointer Derecha,4,2,366,0,FCNV0251,Calavera Pointer Sedan Derecha 06- Marca Diforza,61,62,0,0,#aa0009,1,0,0,0,0
293,12993,Banda Tiempo Pointer,2,2,110,0,056-109-119A,Banda Tiempo Pointer Tetzun,61,62,0,0,#aa0009,1,0,0,0,0
294,670,Balatas pointer Delanteras Disco Solido,7,2,153,0,7242-D350EG,Balatas pointer Delanteras Disco Solido marca FP,61,62,0,0,#aa0009,1,18.5,13.5,7.5,1.15
295,688,Balatas Polo Delanteras,7,2,164.99,0,BP VW02EG,Balatas Delantera Polo FP,75,94,0,0,#aa0009,1,0,0,0,0
296,3913,Faro Polo Derecho,4,2,327,0,FFNV1401,Faro Polo 03-07 Fondo Cromado Derecho,75,94,0,0,#aa0009,0,0,0,0,0
297,3974,Faro Polo Izquierdo,4,2,1214.99,0,FFNV1402,Faro Polo 03-07 Fondo Cromado Izquierdo,75,94,0,0,#aa0009,0,56,26,23,2
298,4095,Filtro Aire Polo,1,2,73.99,0,AANV0600,Filtro Aire Polo Triangular,75,94,0,0,#aa0009,1,0,0,0,0
299,6476,Polea Tendora Alternador Polo,2,2,464.99,0,030 145 299 F,Polea Tensora Alternador Polo Completa,75,94,0,0,#aa0009,1,0,0,0,0
300,6504,Polea Arbol Levas Polo,2,2,208.99,0,06A 109 105 C,Polea Arbol Levas Polo Grande Dentada,75,94,0,0,#aa0009,1,0,0,0,0
301,574,Polea Cigueñal Polo,2,2,184.99,0,030 105 255K,Polea Cigueñal Polo,75,94,0,0,#aa0009,1,0,0,0,0
302,6550,Polea Tensora Tiemp Polo,2,2,177,0,026 109 244 C,Polea Tensora Banda Tiempo Polo Bruck,75,94,0,0,#aa0009,1,0,0,0,0
303,11708,Balatas Sentra 07- Delanteras,7,1,212.99,0,EE-7318D430,Balatas Sentra 07- Delanteras marca Euro España,34,47,0,0,#aa0009,1,0,0,0,0
304,559,Balatas  Sentra 07-12 Traseras,7,1,203,0,44060-ENN00A,Balatas Sentra 07-12 Traseras Marca FP,34,47,0,0,#aa0009,1,0,0,0,0
305,12854,Bayoneta Aceite Sentra,2,1,237.05,0,R1-111404z00j,Bayoneta Aceite Sentra B16 (01-06) Original,34,46,0,0,#aa0009,1,0,0,0,0
306,9928,Bobina Sentra,5,1,397.99,0,224488H300,Bobina Sentra B17(07-12) de Lapiz Herta,34,47,0,0,#aa0009,1,0,0,0,0
307,12517,Bomba Agua Sentra,2,1,290.12,0,21001-F4600,Bomba Agua Senntra 01-03 (b15) Best Coling,34,46,0,0,#aa0009,1,0,0,0,0
308,392,Calavera Sentra 01-03 Derecha,4,1,540,0,FCHN1311,Calavera Sentra 01-03 Derecha Marca Cib,34,46,0,0,#aa0009,1,13,15,38,1.1
309,284,Calavera Sentra Izquierda,4,1,540,0,FCHN1312,Calavera Sentra 01-03 (B15) Izquierda Marca CIB,34,46,0,0,#aa0009,1,0,0,0,0
310,1758,Calavera Sentra Derecha,4,1,401.8,0,3387-3040004,Calavera Sentra 96-99 (B14) Derecha,34,45,0,0,#aa0009,1,0,0,0,0
311,1870,Calavera Sentra Izquierda,4,1,401.8,0,3387-003149,Calavera Sentra 96-99 (B14) Izquierda Marca Depo,34,45,0,0,#aa0009,1,0,0,0,0
312,12178,Cremallera Sentra hidraulica,3,1,4597.99,0,DMNN1300,Cremallera Sentra 01-06 (B15) Hidraulica Yokomitzu,34,46,0,0,#aa0009,1,0,0,0,0
313,4895,Faro Sentra Derecho,4,1,845,0,FFVN1311,Faro Sentra 01-03 (B15) Fondo Negro Derecho,34,46,0,0,#aa0009,0,0,0,0,0
314,4898,Faro Sentra Izquierdo,4,1,845,0,FFNV1312,Faro Sentra 01-03 (B15) Fondo Negro Izquierdo,34,46,0,0,#aa0009,0,0,0,0,0
315,9067,Faro Derecho Sentra 96-00,4,1,614.99,0,FFNN1201,Faro Sentra 96-99 (B14) Derecho,34,45,0,0,#aa0009,1,0,0,0,0
316,9066,Faro Izquierdo Sentra 96-00,4,1,614.99,0,FFNN1202,Faro Sentra 96-99 (B14) Izquierdo marca Forcetec,34,45,0,0,#aa0009,1,0,0,0,0
317,12235,Filtro Cabina Sentra,1,1,80,0,ABNN1800,Filtro Cabina Sentra 12-19 (B17) Diforza,34,48,0,0,#aa0009,1,0,0,0,0
318,12154,Filtro Aire Sentra,1,1,31.92,0,16546-15M00i,Filtro Aire Sentra 00-06 (B15) Largo,34,46,0,0,#aa0009,1,0,0,0,0
319,12940,Filtro Aire Sentra,1,1,42,0,16546-JG30A,Filtro Aire Sentra 13-18 Nikko,34,48,0,0,#aa0009,1,0,0,0,0
320,865,Filtro Aire Sentra,1,1,68.99,0,AANN1800,Filtro Aire Sentra 13-19,34,48,0,0,#aa0009,1,8,6,6.5,0.35
321,4126,Filtro Gasolina Sentra,1,1,197.44,0,16400-2y922m,Filtro Gasolina Sentra 01-06 Con Manguera,34,46,0,0,#aa0009,1,0,0,0,0
322,780,Filtro Gasolina Sentra,1,1,31.99,0,16400-f4000,Filtro Gasolina Sentra 01-016 Semi Curvo,34,46,0,0,#aa0009,1,14.5,8,8,0.2
323,3443,Motoventilador Sentra Auxiliar,2,1,479.99,0,21486-4z710,"Motoventilador Sentra 07-12 Auxiliar Solo Trompo, Sin Aspas",34,47,0,0,#aa0009,1,16,16,11,1.25
324,5603,Motoventilador Sentra Principal,2,1,386.99,0,21486-4z700,Motoventilador Sentra 07-12 Principal Solo Tromo sin Aspas,34,47,0,0,#aa0009,1,11.5,11.5,11.5,0.75
325,6404,Polea Cigueñal Sentra,2,1,455.99,0,1303-en20c,Polea Cigueñal Sentra 07-12 2.0,34,47,0,0,#aa0009,1,0,0,0,0
326,6516,Polea Cigueñal Sentra,2,1,552.99,0,12303-53Y10,Polea Cigueñal Sentra 96-99 (B14) 16 Val,34,45,0,0,#aa0009,1,0,0,0,0
327,12570,Polea Tensor Alternador Sentra,2,1,497.99,0,119551kc0a,Polea Tensor Alternador Sentra 12-19,34,48,0,0,#aa0009,1,0,0,0,0
328,11583,Polea Tensora Alternador Tiida,2,1,419,0,1220-F4101,Polea tensora Alternador Tiida con Base dos Poleas,35,49,0,0,#aa0009,1,0,0,0,0
329,13169,Sensor Arbol y Cigueñal Sentra Original,5,1,692.77,0,R1- B3G31450B,Juego de Sensores De Árbol y Cigueñal Sentra 01-06 (B15) Originales,34,46,0,0,#aa0009,1,0,0,0,0
330,12443,Balatas Spark Delanteras,7,3,152.98,0,7779-d1035eg,Balatas Spark Delanteras Marca FP,20,75,0,0,#aa0009,1,0,0,0,0
331,11221,Balatas Spark Delanteras,7,3,149.99,0,8385-d1269,Balatas Spark Delanteras 11-12 FP,20,75,0,0,#aa0009,1,0,0,0,0
332,12507,Balatas Spark Traseras,7,3,138,0,FZS08140,Balatas Spark Traseras Tambor,20,75,0,0,#aa0009,0,0,0,0,0
333,3050,Bomba Gasolina Spark Repuesto,5,3,385,0,ks-3844,Bomba Gasolina Spark Repuesto Tetzun,20,75,0,0,#aa0009,1,18,9,6.5,0.35
334,6040,Calavera Spark Derecha,4,3,614.99,0,FCNC0811,Calavera Spark Derecha  13-15 Marca Diforza,20,75,0,0,#aa0009,1,0,0,0,0
335,6053,Calavera Spark Izquierda,4,3,614.99,0,FCN0812,Calavera Spark Izquieda 13-15 Marca Diforza,20,75,0,0,#aa0009,1,0,0,0,0
336,3210,DIsco Rued Spark Ventilado,7,3,250,0,93429469,Disco Ventilado Spark FP,20,75,0,0,#aa0009,1,26.5,25,5,3.75
337,10556,Espejo Spark Derecho,4,3,904.99,0,65015029,Espejo Spark Derecho Manual,20,75,0,0,#aa0009,1,17,16.5,31,1.45
338,10562,Espejo Spark Izquierdo,4,3,904.99,0,65016041,Espejo Spark Izquierdo,20,75,0,0,#aa0009,1,17,16.5,31,1.45
339,3500,Filtro Aire Spark,1,3,56,0,AF-GM9523,,20,75,0,0,#aa0009,1,0,0,0,0
340,11407,Filtro Aire Spark,1,3,58.99,0,96827723,Filtro Aire Spark 11-15 Clean Filter,20,75,0,0,#aa0009,1,0,0,0,0
341,4146,Filtro Gasolina Spark,1,3,34.99,0,FF-GM227,Filtro Gasolina Spark con Grapas,20,75,0,0,#aa0009,1,17,6.5,17,0.15
342,13281,Kit de Afinación Tiida  Original,1,1,335.57,0,EMPSE12WSNDD,Promocion de Aceite Y Filtro para TiidaOriginales (15w40),35,49,0,0,#aa0009,1,0,0,0,0
343,13282,Kit de Afinación Tiida Original,1,1,346,0,EMPSE20WSNDD,Promocion de Aceite y Filtro Tiida Originales (20w50),35,49,0,0,#aa0009,1,0,0,0,0
344,10453,Balatas Tsuru I Delanteras,7,1,102.63,0,41060-01A91,Balatas Delanteras Tsuru 1 FP,83,102,0,0,#aa0009,1,0,0,0,0
345,10453,Balatas Tsuru II Delanteras,7,1,102.63,0,41060-01a91,Balatas Tsuru II Delanteras Marca FP,83,103,0,0,#aa0009,1,0,0,0,0
346,545,Balatas Tsuru II,7,1,137.66,0,44060-A03R0,Balatas Tsuru II Traseras Tambor,2,2,0,0,#aa0009,0,0,0,0,0
347,12992,Banda Tiempo Tsuru II,2,1,102.99,0,13028-11m00,Banda Tiempo Tsuru II 8 Val. Tetzun,83,103,0,0,#aa0009,1,0,0,0,0
348,1968,Calavera Tsuru II Derecha,4,1,378.22,0,FCNN0501,Calavera Tsuru II Derecha Marca Diforza,83,103,0,0,#aa0009,1,46.5,12,18.5,1.05
349,1969,Calavera Tsuru II Izquierda,4,1,375,0,FCNN0502,Calavera Tsuru II Izquierda Marca Diforza,83,103,0,0,#aa0009,1,0,0,0,0
350,2853,Calavera Tsuru II Derecha,4,1,336.57,0,FCHN0521,Calavera Tsuru II Vagoneta Derecha Marca CIB,83,103,0,0,#aa0009,1,24,13.5,19,0.7
351,2857,Calavera Tsuru II Izquierda,4,1,336.57,0,FCHN0522,Calavera Tsuru II Vagoneta Izquierda Marca Cib,83,103,0,0,#aa0009,1,24,13.5,19,0.7
352,9807,Carburador Tsuru II,2,1,2112.87,0,54618-01g10n,Carburador Tsuru II 1 Garganta marca Votmax,83,103,0,0,#aa0009,1,0,0,0,0
353,4430,Faro Tsuru II Derecho,4,1,670,0,FFRN0511,Faro Tsuru II Derecho Egles Eyes,83,103,0,0,#aa0009,1,36,17,22,1
354,4431,Faro Tsuru II Izquierdo,4,1,670,0,FFRN0512,Faro Tsuru II Izquierdo Eagles Eyes,83,103,0,0,#aa0009,1,36,17,22,1
355,5713,Filtro Aire Tsuru II,1,1,36.52,0,F353A,Filtro Aire para Carburado Tsuru II Cartek,83,103,0,0,#aa0009,1,23,6,6,0.2
356,4118,Filtro Gasolina Tsuru II,1,1,19.99,0,16400-59A00,Filtro Gasolina Tsuru II Plastico,2,2,0,0,#aa0009,0,0,0,0,0
357,1269,Goma Pedal Clutch y Freno Tsuru II,8,1,9.28,0,202,Goma Pedal Clutch Y Freno Tsuru II,83,103,0,0,#aa0009,1,5,5,2,0.15
358,4604,Motoventilador Tsuru II (Trompo),2,1,385,0,21487-84A00,Motoventilador Tsuru II Solo Trompo Sin Aspas,83,103,0,0,#aa0009,1,15.5,15.5,11,1.35
359,6560,Polea Tensoraa Tiempo Tsuru II,2,1,104.73,0,13070-01M00,Polea Tensora De la Banda de Tiempo Tsuru II,83,103,0,0,#aa0009,1,0,0,0,0
360,552,Balatas Tsuru III Traseras,7,1,193.99,0,BBMM0160 BBR01,Balatas Traseras Tsuru 3 Tambir Semi Metalicas Marca Diforza,83,105,0,0,#aa0009,1,0,0,0,0
361,553,Balatas Tsuru III Traseras,7,1,140,0,44060-f42nk,Balatas Traseras Tsuru III FP,83,105,0,0,#aa0009,1,0,0,0,0
362,979,Banda Tiempo Tsuru III 8 Val,2,1,80.08,0,13082 11M00,Banda Tiempo Tsuru 3 8 Valvulas marca Herta,83,104,0,0,#aa0009,1,0,0,0,0
363,1316,Bomba Agua Tsuru III,2,1,227.99,0,MANN0100,Bomba Agua Tsuru III Marca Mizumo,83,105,0,0,#aa0009,1,0,0,0,0
364,1386,Bomba Gasolina Tsuru III,5,1,439.99,0,P-25NK,Bomba Gasolina Tsuru 3 Delgada Marca Bosch,83,105,0,0,#aa0009,1,15,8,7,0.35
365,876,Buje Horquilla Tsuru III (Tompa de Cochino),3,1,57.65,0,5470-4B000,Buje de Horquilla Para Tsuru 3 Generic,83,105,0,0,#aa0009,1,0,0,0,0
366,9331,Calavera Tsuru III Derecha,4,1,225,0,FCNN0151,Calavera Tsuru III Derecha Rojo/Blanco 05- Marca Diforza,83,105,0,0,#aa0009,1,0,0,0,0
367,10381,Calavera Tsuru III Izquierda,4,1,225,0,FCNN0152,Calavera Tsuru III Izquierda Rojo/Blanco 05- Marca Diforza,83,105,0,0,#aa0009,1,37,16,11,0.9
368,5064,Caliper Tsuru III Completo,7,1,1593.95,0,MEX,Caliper Tsuru III Completo,83,105,0,0,#aa0009,1,0,0,0,0
369,11260,Carburador Tsuru III,2,1,2532.22,0,16010-B16G0,Carburador Tsuru 3 8 Valvulas Voltmax,83,104,0,0,#aa0009,1,0,0,0,0
370,2511,Chicote Freno Mano Tsuru III Trassero Izquierdo,7,1,109,0,36531-50Y10,Chicote Freno Mano Tsuru III Trassero Izquierdo Marca Cablex,83,105,0,0,#aa0009,1,40,28,5,0.55
371,9374,Cilindro Rueda Tsuru III Trasero,7,1,80.68,0,44100-50C10P,Cilindro Rueda Tsuru III Trasero Marca FP,3,4,0,0,#aa0009,0,0,0,0,0
372,10894,Cremallera Tsuru III Hidraulica,3,1,2717.04,0,DMNN0120,Cremallera Tsuru 3 Hidraulica Marca Yokomitsu,83,105,0,0,#aa0009,1,115,23,12,6.95
373,8980,Cremallera Tsuru III Estandar,3,1,710,0,DMNN0100-0150,Cremallera Tsuru 3 Direccion Estandar marca Yokomitzu,83,105,0,0,#aa0009,1,0,0,0,0
374,2943,Cuerto Tsuru III Derecho,4,1,87.99,0,FQNN0101,Cuarto Tsuru 3 Dereho Con Soquet y Foco Ambar,3,4,0,0,#aa0009,0,0,0,0,0
375,2944,Cuarto Tsuru III Izquierdo,4,1,87.99,0,FQNN0102,Cuarto Tsuru 3 Izquierdo Con Soquet y Foco Ambar Marca Forcetec,83,105,0,0,#aa0009,1,0,0,0,0
376,3122,Deposito Anticongelante Tsuru III,2,1,115,0,21110-50Y00,Deposito Anticonguelante Tsuru 3 Sin Tapon Marca Herta,83,105,0,0,#aa0009,1,25,14,20,0.1
377,9616,Engrane Cigueñal Tsuru III,2,1,75,0,13021-53Y00,Engrane de Cigueñal Para Tsuru 3  16 Valvulas,83,105,0,0,#aa0009,1,0,0,0,0
378,9330,Faro Tsuru III Derecho,4,1,349.11,0,FFNN0101,Faro Tsuru III Derecho Ojo Azul,83,105,0,0,#aa0009,1,0,0,0,0
379,9329,Faro Tsuru III Izquierdo,4,1,349.11,0,FFNN0102,Faro Tsuru III Izquierdo Ojo Azul,83,105,0,0,#aa0009,1,0,0,0,0
380,9655,Filtro Aceite Tsuru III,1,1,29.99,0,15208-31u01,Filtro Aire Tsuru III Grande,3,4,0,0,#aa0009,0,0,0,0,0
381,7511,Filtro Cabina Tsuru III,1,1,80.94,0,ABNN1400,,83,105,0,0,#aa0009,1,0,0,0,0
382,11710,Filtro Aceite Tsuru III,1,1,30.99,0,FI-HT3682,"Filtro Aceite  
Tsuru III Grande",3,3,0,0,#aa0009,0,0,0,0,0
383,4034,Filtro Aire Tsuru III 8 Val,1,1,52,0,16546-77A10,Filtro Aire Tsuru III 8 Valvulas  Redondo,83,104,0,0,#aa0009,1,0,0,0,0
384,12154,Filtro Aire Tsuru III Largo,1,1,31.92,0,16546-15m00I,Filtro Aire Tsuru III Largo,83,105,0,0,#aa0009,1,0,0,0,0
385,10655,FIltro Gasolina Tsuru III,1,1,34.99,0,AGNN0110,Filtro Gasoilina Tsuru III Cuervo,83,105,0,0,#aa0009,1,0,0,0,0
386,9999,Filtro Gasolina Tsuru III,1,1,32,0,16400-F5100,Filtro Gasolina Tsuru III Recto,83,105,0,0,#aa0009,1,0,0,0,0
387,4450,Goma Pedal Clutch y Freno Tsuru III,2,1,11.99,0,205,Goma Pedal Clutch y Freno Tsuru III Pieza,83,104,0,0,#aa0009,1,0,0,0,0
388,4686,Horquilla Suspencion Tsuru III Derecha,3,1,449.99,0,SHNN0101,Horquilla Suspencion Tsuru III Derecha Yokomitzu,83,105,0,0,#aa0009,1,0,0,0,0
389,4687,Horquilla Suspencion Tsuru III Izquierda,3,1,449.99,0,SHNN0102,Horquilla Suspencion Tsuru III Izquierda Yookmitzu,83,105,0,0,#aa0009,1,0,0,0,0
390,4960,Junta Motor Tsuru III,2,1,304.99,0,JMRN0110,Juntas de motor para Tsuru III 16 Valvulas marca SP,83,105,0,0,#aa0009,1,0,0,0,0
391,544,Consola Central Tsuru III,8,1,623,0,NIMEXG01E4,Kit Consola Tsuru III con Descanza Brazos Original,83,105,0,0,#aa0009,0,77,24,22,0.85
392,5121,Larguero Puerta Tsuru III,4,1,520,0,CZRN0132,,83,105,0,0,#aa0009,1,0,0,0,0
393,5715,Maza Tsuru III Delantera,3,1,188,0,BNMN0100,Maza Delantera Tsuru III NPPN,3,4,0,0,#aa0009,0,13.5,13,10,1.5
394,5718,Maza Tsuru III Trasera,3,1,304.99,0,BMNN0150,Maza Tsuru III Trasera Marca Diforza,83,105,0,0,#aa0009,1,10,17,17,1.7
395,178,Motoventilador Tsuru III Trompo,2,1,246.19,0,MMNN0100,Motoventilador Tsuru III Solo Trompo sin Aspas,83,105,0,0,#aa0009,1,0,0,0,0
396,6151,Palanca Direccional Tsuru III Sola,5,1,188,0,25540-65Y00,Palanca Direccional Tsuru III Sola Marca Nikko,83,105,0,0,#aa0009,1,8,10,21,0.25
397,6192,Palanca Limpiabrisas y Direccional Tsuru III,5,1,370,0,25560-Y02g0,Palanca Direccionales y limpiabrisas de Tsuru III Juntas,83,105,0,0,#aa0009,1,0,0,0,0
398,12799,Palanca Limpiabrisas Tsuru III,5,1,178,0,PAL-LIMP-TS,Palanca Limpiabrisas Tsuru III Sola,83,105,0,0,#aa0009,1,0,0,0,0
399,6229,Parrilla Tsuru III,4,1,130,0,CPGN0170,Parrilla Tsuru III Negra 05-,83,105,0,0,#aa0009,1,73,20,4,0.75
400,6349,Perno Puerta Tsuru III,4,1,37,0,HO-636,Perno Puerta Tsuru III,83,105,0,0,#aa0009,1,8,5,3,0.05
401,6515,Polea Cigueñal Tsuru III,2,1,207.99,0,107 M1500,Polea Cigueñal Tsuru III,83,104,0,0,#aa0009,1,0,0,0,0
402,6516,Polea Cigueñal Tsuru III 3 Bandas,2,1,552.99,0,12303-53y10,Polea Cigueñal Tsuru III 3 Bandas,83,105,0,0,#aa0009,1,0,0,0,0
403,6517,Polea Cigueñal Tsuru III,2,1,378.99,0,12303-F4304,Polea Cigueñal Tsuru III Banda Anclada,83,105,0,0,#aa0009,1,0,0,0,0
404,11890,Polea Tensora Tsuru III,2,1,86,0,BAR1405,Polea Tensora Loca Tsuru III,83,105,0,0,#aa0009,1,0,0,0,0
405,13279,Kit de Afinación Tsuru III Original,1,1,392.99,0,EMPTS20WSNDD,Promocion de Aceite Y FIltro Originales Pata Tsuru III 16 Valvulas (20w50),83,105,0,0,#aa0009,1,0,0,0,0
406,9483,Radiador Tsuru III,2,1,729.76,0,CRNN0160,Radiador Agua Tsuru III 16 Valvulas Izaka,83,105,0,0,#aa0009,1,72,49,14,3.65
407,7236,Salpicadera Tsuru III Derecha,4,1,539,0,CSMN0101,Salpicadera Tsuru III Derecha,83,105,0,0,#aa0009,1,0,0,0,0
408,3070,Tapa Distribuidor Tsuru III,5,1,75,0,22162-0M300,Tapa Distribuidor Tsuru III 16 Valvulas 3 Tornillos,83,105,0,0,#aa0009,1,0,0,0,0
409,3815,Tapon Aceite Tsuru III,2,1,49.99,0,15255-40F01,Tapon Aceite Tsuru III Tetzun,3,4,0,0,#aa0009,0,10,9,3.5,0.05
410,4890,Valvula Relenty Tsuru III,5,1,530,0,AESP203-2,Valvula Relenty Tsuru III Voltmax,83,105,0,0,#aa0009,1,15,8.5,6,0.3
411,7215,Balatas Vento Delanteras,7,2,220,0,8y03-zf464,Balatas Vento Delanteras 13-17 marca FP,65,69,0,0,#aa0009,1,0,0,0,0
412,7216,Balatas Vento Traseras Tambor,7,2,266.99,0,6RU 698 525A,Balatas Vento Traseras de Tambor 13-17 Marca FP,65,69,0,0,#aa0009,1,0,0,0,0
413,8049,Calavera Vento Izquierda,4,2,744.99,0,FCNV0702,Calavera Vento Izquierda 14-15 Driforza,65,69,0,0,#aa0009,1,0,0,0,0
414,8048,Calavera Vento Derecha,4,2,744.99,0,FCNV0401,Calavera Venti 14-15 Derecha Diforza,65,69,0,0,#aa0009,1,0,0,0,0
415,88,Cremallera Vento,3,2,2250,0,DMNV1300,Cremallera Vento Electronica Yokomitzu,65,69,0,0,#aa0009,1,0,0,0,0
416,3236,Filtro Aire Vento,1,2,112.99,0,AANV0710,FIltro Aire Vento 14-16 Diforza,65,69,0,0,#aa0009,1,0,0,0,0
417,11903,Polea Tensora Vento,2,2,368.99,0,03c 145 299c,Polea Tensora Vento marca Bruck,65,69,0,0,#aa0009,1,0,0,0,0
418,8003,Balatas Versa Tambor,7,1,189.99,0,A903,Balatas Versa Traseras de Tambor Marca FP,37,51,0,0,#aa0009,1,22,19,7.5,1.4
419,7026,Balatas Versa Traseras,7,1,178.99,0,BBNN0950,Balatas Versa Traseras Tambor Diforza,37,51,0,0,#aa0009,1,0,0,0,0
420,1873,Bomba Agua Versa,2,1,273.08,0,MANN1100,Bomba Agua Versa marca Diforza,37,51,0,0,#aa0009,1,0,0,0,0
421,11404,Calavera Versa Derecha,4,1,614.99,0,FCNN0901,Calavera Versa Derecha Marca Diforza,37,51,0,0,#aa0009,1,0,0,0,0
422,10067,Calavera Versa Izquierda,4,1,614.99,0,FCNN0902,Calavera Versa Izquierda Marca Diforza,37,51,0,0,#aa0009,1,0,0,0,0
423,13111,Cofre Versa 15-19,4,1,1932,0,CCJN0910,Cofre Versa 15-19 Marca Simyi,37,51,0,0,#aa0009,1,0,0,0,0
424,11451,Disco Rueda Versa Ventilado,7,1,324.99,0,40206-00QAA,Disco Rueda Ventilado De Versa Marca FP,37,51,0,0,#aa0009,1,0,0,0,0
425,2692,Espejo Versa Derecho,4,1,1255,0,96301-3AN5B,Espejo Versa Derecho Electrico,37,51,0,0,#aa0009,1,32,23,17,1.4
426,6954,Espejo Versa Izquiero,4,1,1255,0,96302-3AN5B,Espejo Versa Izquierdo Electrico,37,51,0,0,#aa0009,1,0,0,0,0
427,12432,Faro Versa Derecho,4,1,1260,0,FFNN0911,Faro Versa 15-19 Fondo Cromado Derecho,37,51,0,0,#aa0009,1,0,0,0,0
428,12433,Faro Versa Izquierdo,4,1,1260,0,FFNN0912,Faro Versa 15-19 Izquierdo Fondo Cromado,37,51,0,0,#aa0009,1,0,0,0,0
429,11340,FIltro Aire Versa,1,1,34.99,0,16546-1HK0J,Filtro AIre Versa Niiko,37,51,0,0,#aa0009,1,0,0,0,0
430,13165,Horquilla Suspencion Versa Original,3,1,810,0,545009ks1d,Horquilla Suspencion Versa Original,37,51,0,0,#aa0009,0,0,0,0,0
431,13281,Kit de Afinación Versa Original,1,1,335.57,0,EMPSE15WSNDD,Promocion de Aceite y Filtro Originales para Versa (15w50),37,51,0,0,#aa0009,1,0,0,0,0
432,13282,Kit de Afinación Versa Originales,1,1,346,0,EMPSE20WSNDD,Promocion de Aceite y Filtro Para Versa Original (20w50),37,51,0,0,#aa0009,1,0,0,0,0
433,1221,Bobina Vocho Fuel injection,5,2,594.99,0,MG2 802,Bobina VW Sedan (Vocho) Ful injection marca Bosch,64,67,0,0,#aa0009,1,9,8,10,0.25
434,1549,Bronce Vocho 3a y 4a,2,2,64.99,0,113 311 295 1,Bronce Velocidades Vocho 3a y 4a,64,67,0,0,#aa0009,1,0,0,0,0
435,1846,Cabezal Vocho 1200 Modelo Viejo,4,2,997.99,0,111 701 037,Cabezal Vocho Motor 1200/1300 Modelo Viejo del 1976 hacia abajo.,64,67,0,0,#aa0009,1,78,45,20,9.7
436,2175,Calavera Vocho,4,2,124,0,RC4-105-2,Calavera Vocho 2000 Roja Blanco Marca Generico,64,68,0,0,#aa0009,1,0,0,0,0
437,1424,Carburador Vocho 1600 con Sistema,2,2,2239.99,0,71804299/05NK,Carburador Vocho 1600 con Sistema Marca Voltmax,64,68,0,0,#aa0009,1,19,14,23,1.65
438,2779,Cofre Vocho,4,2,3199.99,0,119 823 031,Crofre Vohco Brasileño,64,68,0,0,#aa0009,0,0,0,0,0
439,3988,Faro Vocho H4,4,2,695,0,906 268 011,Faro Vocho  H4 Sin Foco Hella,64,68,0,0,#aa0009,1,32,26,19,0.5
440,4103,Filtro Aire Vocho Redondo,1,2,34.99,0,BAA 198 620 Dia,Filtro aire Vocho Redondo Competo Galvanizado,64,68,0,0,#aa0009,1,11,10,8,0.2
441,4106,Filtro Aire Vocho Redondo,1,2,18,0,BAA 198 620 DIA,Filtro Aire Redondo Repuesto,64,68,0,0,#aa0009,1,10,10,5,0.05
